ID	TEXT
3419	what airline is as
728	what ground transportation is there in dallas
2783	what is the earliest flight from boston to denver
438	what are the flights from las vegas to burbank on saturday may twenty two
3825	show me oakland to dallas flights
2008	show me the flights on delta to atlanta in the morning
365	what are the flights from boston to san francisco
3009	what is fare code h
2422	between boston and denver i'd like a flight that takes the least amount of stops to get to boston
978	on tuesday i'd like to find a flight from detroit to st. petersburg that arrives before 10 pm
223	show me all flights from san francisco to la guardia nonstop
3571	show me all flights arriving to denver from boston
276	what is the distance from boston airport to boston
3735	give me flights from atlanta to baltimore
3740	show the flights from san francisco to pittsburgh
194	in denver what kind of ground transportation is there from the airport to downtown
231	what nonstop flights are available from oakland to pittsburgh
384	give me the flights from pittsburgh to los angeles thursday evening
1685	show me the fares for a first class ticket from baltimore to dallas
3322	what does y mean
921	how far is it from salt lake city airport to salt lake city
1209	i would like direct coach flights from pittsburgh to atlanta
2876	show me flights from boston to denver early am on tuesday
126	find a flight on delta from philadelphia to san francisco
2338	show me the least expensive flight from miami to new york on a sunday with first class fare
4168	how much is a round trip fare from nashville to seattle
4312	show me the flights that go from san diego to newark new jersey
4467	give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time
1712	what is the cost for a one way trip from pittsburgh to atlanta
3940	list all afternoon flights leaving baltimore and arriving in atlanta on thursday
983	okay does twa have a flight from dallas to san francisco
1357	show me all flights that depart from san francisco and go to either boston philadelphia or baltimore
2727	show me the ground transportation at denver
1391	show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time
4424	return from miami to new york on tower air on saturdays
4457	i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning
1396	show me the flights from boston to atlanta and the return flights from atlanta to boston
2033	show me the fare for us flight 3357 from philadelphia to baltimore
1874	i need a flight from pittsburgh to new york leaving at 5 pm
138	could you show me all the flights from oakland to salt lake city
4279	what airline is ea
3519	what flights are there from dallas to pittsburgh on monday morning
4018	what flights from pittsburgh to atlanta on wednesday morning serves breakfast
2173	list the airlines that have nonstop afternoon flights from boston to oakland
114	list possible round trip daily flights between boston and oakland
1633	how much is the 718 am flight from las vegas to new york twa
2996	what ground transportation is available from the pittsburgh airport to the town
1142	flights from kansas city to cleveland and price
2726	show me the flights to love field
807	i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning
3602	i need a flight from toronto to montreal reaching montreal early on friday
1944	i want to make a trip from washington to san francisco
3615	what are fare codes qw and qx
2979	show me the flights from philadelphia to dallas
2184	show me all flights from san francisco to denver
3476	a one way flight from boston to san francisco please
3582	tell me about flights from salt lake city to st. petersburg
3241	us 201
4142	what is the yn code
1027	before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco
4211	what's the lowest round trip fare from bwi to any city
3511	what is restriction ap80
1434	i would like to find out the ground travel available in atlanta
3440	i would like some information on the earliest flights you have leaving atlanta arriving in denver
512	flights from newark new jersey to cleveland ohio
3932	could you find me the cheapest fare from boston to san francisco
3816	cheapest round trip airfare from tacoma to orlando
1621	how many airlines fly from new york to los angeles by way of milwaukee
1188	what is the name of the airport in philadelphia
2364	flight information on january twenty third 1992 from denver to san francisco
72	i want to fly boston to san francisco
2146	show me all daily flights out of boston that have coach class
3358	interested in a flight from washington to fort worth
2077	i would like to fly from philadelphia to dallas
1223	show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am
1183	cheapest flight from miami to indianapolis
1559	what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday
3691	i want to fly from boston to dallas
4345	show all connecting flights from pittsburgh to oakland
2243	on may four atlanta to denver delta flight 257
4137	flights from washington august second
2720	list flights from detroit to san diego on thursday
2969	list all flights on continental leaving denver on sunday after 2134
3781	what airline is dl 98
2067	what flights are available wednesday morning from boston to denver
2201	show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal
4024	i am interested in booking an early morning flight from dallas into houston and returning in the late evening
1710	i would like your rates between atlanta and boston on september third
1482	i also need service from dallas to boston arriving by noon
667	now i'd like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta
2458	flights that go from oakland to philadelphia on friday
4390	please list all delta flights from kansas city to salt lake city
748	show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening
2270	show me all the flights from denver and all the flights from miami that arrive at baltimore around noon
647	please show me any united flights including connections between boston and san francisco at 5 in the evening
3623	what is american's schedule of morning flights to atlanta
2156	do the airlines still offer first class
556	are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines
4287	what flights from kansas city to chicago leave next wednesday returning the following day
1378	looking for a flight from toronto to san diego
4020	show me flights from all airports to love field
1291	i would like a us air flight from toronto to san diego with a stopover in denver please
715	what ground transportation is available from the denver airport to downtown denver
2538	show me all flights from philadelphia to denver on sunday which leave philadelphia after noon
4011	give me flights from baltimore to denver on united that offer first class
1409	i'd like to book the cheapest one way flight from denver to pittsburgh
3189	i'd like to fly nonstop from atlanta to baltimore and get there at 7 pm
2136	what's the cheapest flight from atlanta to baltimore
1156	show me all flights from san diego to new york using dc10
3317	which are the least expensive flights between dallas and baltimore on july nineteenth
4200	now i need a flight from detroit to san diego leaving tuesday evening
3709	on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm
1084	show me all us air flights from atlanta to denver for the day after tomorrow
2450	i'd like united airlines flights from denver to baltimore
118	what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth
544	what flights go from dallas to san francisco before 6 o'clock sunday afternoon
342	flights from long beach to nashville
28	what are the flights from pittsburgh to denver
2725	what flights are available from atlanta to washington dc on wednesday
786	what does code y mean
1009	what's the earliest flight from dallas to houston
4058	what is bna
3669	what flights leave boston and arrive in philadelphia before 7 am
4322	i want a return flight from washington to dallas on american airlines
2844	saturday flights from las vegas to montreal
1087	what airline stands for hp
2629	what american airlines flights depart milwaukee for phoenix on saturday or sunday
1713	could you please find me the cheapest one way fare from boston to philadelphia
3081	what is the earliest flight between pittsburgh and denver that serves breakfast
3752	does dl stand for delta
382	all flights and fares from denver to pittsburgh on us air number 1039 on a thursday
1449	show me the flights from san francisco to dallas on continental airlines
3969	what is the earliest flight in the morning to arrive in baltimore from boston
4194	show me flights from san francisco to pittsburgh on a sunday
3800	what is the cheapest flight from dallas to baltimore
894	i'd like a return flight from baltimore to boston
217	what are the flights dallas to boston on monday morning
2697	what flights can i take between boston and atlanta so that when i leave boston i will have the maximum amount of time on the ground in atlanta and still return in the same day
4109	what flights leave seattle on sunday on continental
1905	show me round trip fares from pittsburgh to philadelphia
2145	i would like to see the flights available from pittsburgh to san francisco for monday
2917	list all the flights from atlanta to philadelphia on august the first
3371	list flights from denver to philadelphia
3792	show me flights from tampa to st. louis
2366	flights from boston to pittsburgh
3270	i want to find a flight from boston to atlanta
4049	please tell me the times of the flights between boston and baltimore
4070	on the earliest flight from san francisco to atlanta on delta is a meal being served
1111	how much is a first class round trip from atlanta to san francisco
2992	where is general mitchell international located
2272	i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast
1649	show me round trip flights from denver to baltimore that offer first class service on united
3705	show me us air flights from pittsburgh to san francisco first class on monday
3047	in dallas fort worth i would like information on ground transportation
3405	flights from cleveland to kansas city on monday
719	i would like the time your earliest flight from washington to philadelphia
3779	what does restriction ap 57
3242	what flights do you have leaving boston going to san francisco
163	can you list flights from boston to washington with the lowest one way fares that leave on saturday
60	american airlines from denver to milwaukee
1069	show the flights from pittsburgh to san francisco again on monday
1137	show me the airlines between boston and denver
1630	show me all the flights to baltimore from denver or philadelphia or pittsburgh
1490	i need a round trip flight from cincinnati to san jose california
3569	what does ua stand for
1431	also give me a list of flights between oakland and boston
4179	show me the flights on delta that go through atlanta
1502	the latest flight from baltimore to oakland please and i'd like a meal with that
241	show me the flights from salt lake city to st. petersburg on wednesday
341	is there a flight around 3 pm from charlotte to minneapolis
2345	show me next wednesday's flights between phoenix and milwaukee
3314	i'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon
2602	i need a flight from los angeles to pittsburgh on monday afternoon
2982	i need a flight from baltimore to dallas tomorrow morning
795	what is united airlines service between boston and san francisco
2928	i need flight information between atlanta and boston
2168	list all flights from denver to philadelphia
1554	i would like to book an early morning flight from tampa to charlotte on april sixth
2934	what kind of ground transportation is there in washington dc
2968	show all monday flights from san francisco to pittsburgh
1174	i need information on flights leaving philadelphia on friday arriving in oakland california
134	show me all flights from atlanta to san francisco
1493	show me all flights from pittsburgh to boston both direct and connecting that depart pittsburgh after 7 pm
4148	show me all flights from boston to pittsburgh on wednesday after 6 o'clock pm
2360	a first class flight on american to san francisco on tuesday in the next week
1835	i'd like to see the flights from pittsburgh to philadelphia
159	all flights from boston to washington dc on november eleventh
840	how long does the ground transportation take from the salt lake city airport
528	what are the prices of these flights
3668	give me the latest flight tomorrow on united airlines from milwaukee to tacoma
4249	from toronto to atlanta in the afternoon
3589	show me flights from milwaukee to orlando on wednesday after 6 pm
1754	what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon
3038	flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars
1741	leaving denver flying to san francisco before 10 am what type of aircraft is used
1292	give me the american airlines flights from phoenix to milwaukee on wednesday
2247	what afternoon flights are available from atlanta to san francisco
2368	show me flights from atlanta to washington
4336	how many seats in a 72s
1879	find me a flight leaving boston at 12 o'clock
593	can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm
651	i need a flight from philadelphia to denver
4064	please list the monday morning flights from kansas city to atlanta
873	find me a flight on united from boston to san francisco with a stopover in denver
644	list all flights on continental departing on monday before noon from denver to chicago
2315	flights from cincinnati to dallas departing after 718 am
1158	show me all flights from charlotte to philadelphia
2728	airports
832	show me the latest nonstop flight from denver to washington dc
300	list types of aircraft that fly between boston and san francisco
1476	how much is a round trip fare from indianapolis to seattle
1746	show me the flights on american airlines from fort worth to denver on the evening of july eleventh
1028	what is the cheapest flight from atlanta to pittsburgh one way
122	what is the earliest flight you have leaving boston heading to philadelphia
1002	i need a flight from pittsburgh to los angeles thursday evening
2612	what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am
634	what flights are there from baltimore to newark
224	list all daily flights between boston and oakland as well as boston and oakland using american airline
3033	how much is a round trip first class fare between boston and washington
577	i would like to fly from boston to denver early in the morning
521	please give me flights available from denver to philadelphia
1595	what airlines from washington dc to columbus
3079	find a flight from toronto to san diego with a layover in dc on delta airlines
1924	sure i want to go from philadelphia to dallas
1819	is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning
2001	what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday
3632	what is dl
2890	all flights phoenix to sfo
2000	how much is a flight from washington to boston
3485	show me all first class fares from new york to miami leaving on a tuesday
4470	list the northwest airlines flights that leave denver before noon
189	i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines
2036	ground transportation dallas
3938	flights on friday from newark to tampa
4296	show me all flights from pittsburgh to baltimore which leave thursday after 3 o'clock pm
1797	i'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth
2400	all flights from miami to new york
2443	show me all the us air flights to pittsburgh between 12 and 4 in the afternoon
2496	show me all flights from san francisco to boston philadelphia or baltimore
3923	show me the flights from boston to san francisco leaving after 4 pm on friday
2948	i would like to see the flights from denver to philadelphia
262	i want to fly from philadelphia to dallas to san francisco on monday july eighth
1124	what is the cheapest one way fare between boston and oakland
3037	what flights are available saturday to san francisco from dallas
1680	how many different flight classes are there
3704	what flights from houston to milwaukee on friday in the evening on american airlines
340	i'm trying to make a connection between denver and san francisco does delta airline fly between those two
1162	please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver
128	what is ff
573	display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight
417	i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number
1954	sunday's flights between tampa and charlotte
2116	show me the earliest flight on august second from boston to denver that serves a meal
1735	what airlines leave from washington
2121	give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa
3215	what are flights between boston and pittsburgh on august tenth
2711	flights on sunday from tampa to charlotte
1969	how many cities are served by lufthansa with first class flights
2140	flights from la guardia to jfk
713	can you list the earliest flights from oakland to salt lake city on thursday
2012	what is the cost of a round trip ticket first class between oak and atl
24	i want to find the first flight from baltimore to boston that serves a meal
3461	what is the earliest flight you have that leaves philadelphia to dallas
2107	what flights from tampa to cincinnati
4386	what are the cheapest one way flights from atlanta to denver
44	could you please give me the round trip fare from denver to atlanta
3946	please give me evening flights leaving philadelphia to san francisco friday
3912	please list the prices for a rental car in pittsburgh
457	what are the flights available between 10 am and 3 pm between pittsburgh and fort worth
1926	early morning flights between cincinnati and tampa
2349	does midwest express serve baltimore
2583	show me all nationair flights from toronto
1788	flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday
2367	information of a flight from atlanta to pittsburgh
1752	what cities does continental service
902	show me all flights from san diego to phoenix on a boeing 737
181	please show me early morning flights from atlanta to philadelphia on wednesday
1063	show me round trip fares from san jose to salt lake city
3417	what does mco stand for
1950	show me all meals on flights from atlanta to washington
2874	pittsburgh to denver
3003	can you list costs of denver rental cars
776	show me the flights available from dallas to baltimore august third
1743	show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars
2539	flights between milwaukee and orlando one way
2013	i would like information on a flight between washington and san francisco with a stopover in dallas
3617	i'd like to see all the flights with their fares from denver to atlanta
4193	show me all flights from new york to milwaukee on northwest airlines departing at 720 am
887	does midwest express serve cleveland
3614	what economy flights are available from dallas to baltimore on july twenty fifth 1991
50	which airlines fly from boston to washington dc but stopover in some other city
994	what is the cheapest one way fare from denver to pittsburgh
1900	i'd like to find a flight from tampa to montreal that makes a stop in new york
2593	show me ground transportation in westchester county
3113	i want to fly boston to dallas
2150	does eastern have an early afternoon flight from boston to san francisco
410	give me the flights from baltimore to pittsburgh
3100	give me the flights from san francisco to washington dc for december first
995	what nonstop flights between boston and washington arrive after 5 o'clock pm
352	fly from denver to philadelphia on continental
2667	what flights are there from newark to seattle on saturday
3363	i would like a flight between boston and atlanta on any day at one in the afternoon
2838	list all the airlines flying between washington and denver
2420	show me flights between memphis and las vegas on sunday
2051	what is the schedule for flights between pittsburgh and boston on the evening of july ninth
1307	list daily flights from oakland to boston using delta airlines
137	chicago to san francisco on continental
1570	list the flights arriving in baltimore from pittsburgh on august third
3850	what flights go from pittsburgh to baltimore after 8 o'clock next wednesday
1864	i would like to know the types of ground transportation from the airport to las vegas
878	is there a flight from nashville to houston in the evening tomorrow
3891	what's the cheapest flight from san francisco to boston
1097	like information on flights from san francisco to boston on thursday morning
4152	how much does the limousine service cost within pittsburgh
1146	show me all flights from baltimore or denver or pittsburgh that fly to philadelphia
4324	list daily flights from atlanta to denver
3106	what limousine service in toronto
2741	show me the flights from boston to pittsburgh on wednesday and thursday
205	i'd like to know what type of plane flies from boston to dallas fort worth after 530
2898	i want to fly philadelphia to dallas on july eighth
3520	flight from dallas to milwaukee
2167	i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning
1149	show me flights from san francisco to denver on weekdays
2578	what are the flights available in the morning between boston and denver
4217	please give me the flights from denver to pittsburgh which leave in the morning on july second
95	i would like to fly united airlines from washington dc to denver colorado
3659	what ground transport is available in baltimore
1316	i want a flight from cincinnati to burbank on american airlines and leave in the afternoon
2451	what are all the flights from boston to dallas
2688	list the number of flights leaving boston for dallas fort worth before 9 am in the morning
3871	flight information from pittsburgh to denver
431	we're going from denver to san francisco
485	which northwest and united flights go through denver before noon
3642	show flights between boston and denver
939	please show me flights from pittsburgh to boston on saturday morning after 8 am
2707	i need your help with information on ground transportation from the airport in philadelphia to downtown
158	what is the lowest fare from denver to atlanta
1569	show me the economy flights from baltimore to dallas
3867	give me the flights from phoenix to milwaukee on wednesday
4241	also show me all flights from oakland to denver
479	show me flights from denver to philadelphia
3118	define airline us
1458	i need a flight from philadelphia to san francisco next wednesday
3262	which airlines serve atlanta
133	please list the tuesday flights from atlanta to st. louis
3844	show me the one way flights from atlanta to pittsburgh
884	what is the earliest flight from boston that will arrive in denver
1039	list all flights from denver to philadelphia
2192	list all flights arriving in pittsburgh monday evening from san francisco that first class
2065	which flights are between boston and baltimore washington
2676	what would be cost of a round trip from pittsburgh to san francisco
397	show me the flights from baltimore to atlanta
2495	show me the delta flights from san francisco to boston
2804	looking for a flight from dc to denver colorado
172	what is american's last flight from boston to washington dc on july twenty first
1130	i need a flight from san francisco to pittsburgh from pittsburgh to new york and then new york to san francisco
1654	can you tell me about flights from san jose to nashville on saturday afternoon
47	show me the flights from atlanta to denver on friday
588	which airlines fly from toronto to san diego and have a stopover in denver
1869	i'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania
2356	list all nonstop flights from newark to tampa leaving on friday
376	round trip houston to las vegas nonstop
2634	information on round trip flights from pittsburgh to san francisco first class
2223	show me all daily flights from milwaukee to orlando
900	first class price san francisco pittsburgh round trip
934	show me the flights from pittsburgh to baltimore arriving in baltimore on june fourteenth
2632	give me flights from san francisco to boston on thursday afternoon
920	what is the earliest flight from boston to atlanta
4466	eastern flies from atlanta to denver what type of aircraft do you use before 6 pm
1776	from atlanta to washington dc
3194	show me all flights from boston to dfw
2534	please list all flights between indianapolis and orlando on the twenty seventh of december
629	which flight from pittsburgh to baltimore carries the smallest number of passengers
2797	dallas ground transportation
959	what flights go from boston to dallas
1350	are there any flights from atlanta to denver
1148	list all flights on united from san francisco to boston with fare code qx
906	give me the cheapest round trip flight from dallas to baltimore
3	what are the flights which depart from san francisco fly to washington via indianapolis and arrive by 9 pm
187	what ground transportation is available in newark
6	okay and then from pittsburgh i'd like to travel to atlanta on september fourth
1626	what kind of plane is used on the earliest flight from boston to san francisco afternoon
3877	please list flights from philadelphia to dallas stopping in atlanta
3786	on the 8 am flight from san francisco to atlanta what type of aircraft is used
3083	a flight on continental airlines leaving boston and going to denver
572	nonstop flights from new york city to las vegas on sunday
3998	what flights leave san francisco on monday night and arrive at atlanta later in the evening
2027	give me the flights with the fares on december twenty seventh from indianapolis to orlando
3016	i need a cheap flight from baltimore to san francisco
456	what ground transport is available in charlotte
1108	fine can you give me information on ground transportation in washington dc to downtown
668	what does the fare code f mean
1670	show me the cheapest flights from san francisco to philadelphia
968	list all the arriving flights at general mitchell international
3663	show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon
3484	i want to fly from milwaukee to orlando on wednesday evening
2523	i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please
1461	are there any limousines or taxi services available at the boston airport
4399	what flights from kansas city to denver after 845 in the morning
178	what are the flights from montreal to chicago
606	i need a flight from pittsburgh to new york departing after 5 pm
2647	what economy flights are available from dallas to baltimore on december seventeenth
1723	show me the flights from cincinnati to denver
4110	all flights from montreal less than 150 dollars
3429	i would like a nonstop flight from jfk to las vegas on march second
1407	flight between st. petersburg and charlotte
4358	what does ord mean
4373	show me all the cities that midwest express serves
2244	list all flights going from boston to atlanta before 5 o'clock am on thursday
1591	i'd also like to see a list of the flights from pittsburgh to atlanta
3679	tell me about ground transportation between orlando international and orlando
1056	please show me all the flights from boston
1702	i would like to fly from atlanta to denver on september fifteenth
324	flights from phoenix to las vegas
346	flight from philadelphia to dallas arriving before 4 pm on saturday
459	american flights from san francisco please
4326	does continental airlines fly from pittsburgh to atlanta
3633	when can i fly from philadelphia to dallas on a saturday morning
2714	hello i would like to plan a flight on american airlines from boston to denver
3464	what is the least expensive flight from denver to atlanta
514	how much is the cheapest flight from denver to pittsburgh with a stop in atlanta
109	what are the coach fares for flights from newark to la leaving after 3 pm
3045	please show me airfare of flight us 345 from boston to pittsburgh
2758	please list the flight times from boston to pittsburgh
4015	i would like to fly from boston to baltimore what time are the flights in the afternoon
1228	show me all flights from san francisco to washington dc
698	find me a flight from atlanta to baltimore
102	what are the flights on january first 1992 from boston to san francisco
2003	give me flights from denver to baltimore
4248	show me all the flights from burbank
636	what is the cheapest flight from denver to pittsburgh on july twenty sixth
480	i'd like flight information between boston and washington september third
2596	what type of aircraft leaves from boston to washington dc before 9 am
3462	list all flights on continental leaving denver on monday
2336	show me the flights from chicago to indianapolis
1065	what are the flights from boston to baltimore
2403	what are the flights from denver to baltimore on united airlines
3173	show me the flights on continental from indianapolis to san diego in the afternoon tomorrow
3992	where does delta fly to that american doesn't
1704	what flights go from philadelphia to dallas via atlanta
2843	list flights from pittsburgh to atlanta on the evening of august sixth
1015	i would like to fly from pittsburgh to atlanta on us air
1839	i need 2 first class tickets from dallas fort worth to san francisco
3817	which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia
34	show me all flights from denver to san francisco next wednesday which leave after noon
310	i'd like flights on american from philadelphia to dallas arriving before 1145 am
4197	i'd like to book a flight from denver to pittsburgh and i'd like to go on eastern airlines
2279	could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible
2891	please give me fares from denver to philadelphia
560	what flights leave from newark to los angeles in the afternoon
3536	what is the latest flight i can take from washington to san francisco
937	what flights leave after 7 pm from pittsburgh to philadelphia
396	what is the earliest flight from boston to philadelphia
989	show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow
2276	describe fare code qx
2748	what is the meaning of meal code s
3638	please list ground transportation in atlanta
86	show me all first class prices from dallas to baltimore
2444	what are the flights from pittsburgh to denver and back
956	what is the cheapest fare from boston to san francisco
2054	i'd like the first flight in the morning from boston to washington
801	can you list the latest flights from oakland to salt lake city on wednesday
2618	what is the earliest flight that has no stops from washington to san francisco on friday
267	what is the earliest flight from boston to bwi that serves a snack
3522	show me all flights with fares from pittsburgh to san francisco
228	show me the fares for delta flights from dallas to san francisco
2229	i would like to fly on american airlines from baltimore to san francisco
1210	show me ground transportation in denver
2541	find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm
2290	in flight meal oakland to philadelphia saturday
1315	what are the flights from boston to atlanta
1085	show me all the flights from denver to las vegas
1450	i'd like to fly from denver to atlanta with a stop in pittsburgh
3157	show me the price of flight ea 212 from atlanta to washington
74	wednesday morning flights between baltimore and newark
660	show me all flights from boston to denver which arrive in denver wednesday before noon
1577	show me the daily flight schedule between boston and pittsburgh
2704	information on first class round trip from pittsburgh to san francisco
1181	i need a flight from new york to montreal thursday may six arriving before noon
1334	list the morning flights between atlanta and dallas
2543	list all united flights from boston to san francisco with fare code qx
4372	i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal
2551	what are the fares for flights between atlanta and dfw provided by american airlines
3487	please list the flight times from pittsburgh to newark
780	i want to travel from pittsburgh to oakland around midnight could you give me the flights
740	and how can i get to the boston airport from downtown boston
1338	list flights from san francisco to pittsburgh
4124	give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday
4420	what is the lowest cost for a one way ticket from boston to washington
130	what kind of ground transportation is available in denver
2640	i'd like to fly from tampa to montreal
1694	ground transportation baltimore
784	i would like to see the flights from baltimore to philadelphia
822	what flights from st. paul to kansas city on friday with dinner served
2448	what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh
2759	flights from atlanta to washington dc
3910	does midwest express have any flights
2289	what flights arrive in seattle from on continental
1899	list all flights from minneapolis to long beach on saturday
520	list types of planes that fly between pittsburgh and baltimore
2217	what are the round trip flights from philadelphia to san francisco
1324	tell me about ground transportation between the dallas fort worth airport and downtown dallas
2504	july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore
1815	please list all flights on united airlines and northwest which go to denver
2677	philadelphia to san francisco monday
481	i'd like to fly from minneapolis to long beach two days from today in the early morning
2609	give me flights from pittsburgh to baltimore
2068	is there ground transportation from the dallas airport to downtown dallas
1644	what is the ap57 restriction
442	show me the flights from denver to westchester county
4381	give me flights from pittsburgh to baltimore
3634	which companies fly between boston and oakland
3070	show me the flights leaving from atlanta for washington dc on thursday morning
66	what is the earliest flight from memphis to cincinnati on june thirtieth
655	show me the flights from st. petersburg to toronto that arrive early in the morning
2369	round trip flights from minneapolis to san diego coach economy fare
3050	list flights between boston and san francisco that serve breakfast
3266	what is the ground transportation from boston airport to boston downtown
1546	give me sunday nonstop flights from memphis to las vegas
1308	from pittsburgh to baltimore
1777	what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight
3991	i need information on flights for tuesday leaving baltimore for dallas dallas to boston and boston to baltimore
2652	fare code y what does that mean
1827	what are the flights from dallas to san francisco on tuesday october first
4201	show me return flights from cincinnati to salt lake city nonstop
1164	what are the flights from boston to denver on tuesday october fifteenth
893	are there any flights from boston to san francisco which stop in denver
3780	now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm
2021	could you list for me the flights that leave oakland on sunday and arrive in dallas
2795	does midwest express serve baltimore
1966	what is fare code h
4150	what is the earliest flight from atlanta to boston
1093	boston to pittsburgh wednesday
2702	i'd like to fly early tomorrow from columbus to minneapolis
1894	show me american flights from dallas to san francisco
535	first class fares from dallas to baltimore please
4438	what times does continental depart from boston to san francisco
462	round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars
3526	lowest fare from san francisco to orlando
1311	what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon
2308	describe ground transportation in dallas
3741	locate flights from philadelphia to dallas stopping in hartfield
478	what pm flights are available from philadelphia to pittsburgh
2016	list all flights from boston to san francisco with more than 3 stops
1355	what are the flights from denver to oakland
477	flights from montreal
4461	what flights are from memphis to las vegas
1038	what flights are there from los angeles to pittsburgh
3937	list the earliest flights from atlanta to denver on a monday
295	what is the least expensive flight from atlanta to boston
4208	san francisco to pittsburgh friday
687	how far is the airport from downtown pittsburgh
632	what flights go from pittsburgh to denver after 2 pm
3990	give me the flights on tuesday from los angeles to pittsburgh
4023	show me flights from pittsburgh to atlanta on monday morning
3885	i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm
3390	show me wednesday afternoon flights from denver to san francisco
4220	show flights from denver into san francisco
2087	i'd like to find a nonstop flight from boston to atlanta that leaves sometime in the afternoon and arrives in atlanta before evening
196	show me all fares between philadelphia and san francisco that are less than 200 dollars one way
518	i want a flight from los angeles to charlotte that leaves on a weekday morning
838	what's the price of the least expensive first class round trip ticket on us air from cleveland to miami
3599	is us air
2557	all flights from boston to washington dc on the tenth of november
401	please list the morning flights from kansas city to atlanta
3578	where is mco
1021	show flights from dallas to san francisco
541	how many flights arrive at general mitchell international
57	what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma
2174	find the earliest flight from boston to san francisco that serves a meal
2743	display types of aircraft departing from cleveland to dallas before noon
2526	show me the cheapest flights from san francisco to philadelphia
3863	and i'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego
4283	please give grounds transportation at dallas airport
3968	can i have a rental car in houston
164	give me flights that arrive in baltimore from atlanta denver and pittsburgh
3985	show me fares from seattle to minneapolis
3983	what round trip flights between atlanta and denver qualify for fare code qx
4192	is there a flight on american airlines going from boston to san francisco on june twenty eighth
1907	i need a flight to atlanta this afternoon
3301	find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver
677	what is fare code h
1920	i'd like an early morning weekday flight from san diego to phoenix
1135	i would like to fly from denver to pittsburgh on the cheapest flight possible
99	show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow
2837	what are the costs of flights from dallas to boston tomorrow
423	show me the flights from love field
3274	in economy class from dallas to baltimore arriving july seventh i'd like to know what's the cheapest ticket possible
3543	i would like a nonstop flight from new york to las vegas on march second
1287	what are the cost of morning flights from atlanta to baltimore
2984	what flights does delta have between dallas and denver
943	philadelphia to san francisco with one stop in dallas please
