ID	TEXT	INTENT
2769	set a reminder to go for a run every monday and wednesday at 7 am	reminder/set_reminder
2770	What time did I set my alarm for last saturday morning	alarm/show_alarms
2771	I need an alarm every 5 minutes from 3:40 until 4:00	alarm/set_alarm
2772	remind me to fill the ice tray tonight	reminder/set_reminder
2773	set alarm for 4am monday through friday	alarm/set_alarm
2774	Set an alarm for 5 titled work	alarm/set_alarm
2775	set new alarm in 2 hours	alarm/set_alarm
2776	delete all reminders on friday of next week	reminder/cancel_reminder
2777	i need you to remind me my aunt birthday	reminder/set_reminder
2778	remind me at 9 that I have to pick up kendra	reminder/set_reminder
2779	Set an alarm to go off in 5 minutes	alarm/set_alarm
2780	Remind me to check my calendar tomorrow morning	reminder/set_reminder
2781	Could you please send me a reminder to go to the gym tomorrow evening	reminder/set_reminder
2782	Remind me to get my wife a gift for her birthday before Friday	reminder/set_reminder
2783	create an alarm every 5 minutes for an hour	alarm/set_alarm
2784	Add an alarm for checking for monsters under the bed	alarm/set_alarm
2785	create an alarm for 7pm tonight	alarm/set_alarm
2786	Set an alarm for weekends are 9am	alarm/set_alarm
2787	Set the snooze for 5 mins later	alarm/snooze_alarm
2788	remind me to buy meat at the grocery store tonight	reminder/set_reminder
2789	Set alarm for 7 am every other day	alarm/set_alarm
2790	Set an alarm that goes off in 10 second intervals for five whole minutes	alarm/set_alarm
2791	Set the alarm for Friday night at 6 p.m	alarm/set_alarm
2792	What are my reminders for tonight	reminder/show_reminders
2793	Remind me about my doctor appointment on Thursday	reminder/set_reminder
2794	Remind me to buy flowers when I leave work	reminder/set_reminder
2795	Cancel friday's payday reminder	reminder/cancel_reminder
2796	Schedule wake up alarm for 0530	alarm/set_alarm
2797	set a reminder to turn homework in before midnight	reminder/set_reminder
2798	Set alarm for 7 am everyday monday through friday	alarm/set_alarm
2799	Change alarm for 20 minutes instead of 30 minutes	alarm/modify_alarm
2800	Set alarm every 30 seconds for 5 minutes	alarm/set_alarm
2801	remind me to pick up soda at the grocery store tomorrow	reminder/set_reminder
2802	Set alarm for 8:30am Monday - Friday	alarm/set_alarm
2803	Set reminder every weekday at 3 pm to pickup kids	reminder/set_reminder
2804	Remind me to get milk tonight	reminder/set_reminder
2805	Remind me to pick Daniel up early today from school	reminder/set_reminder
2806	Set a reminder every Friday at 9am	reminder/set_reminder
2807	Please set the alarm for tonight at 9pm	alarm/set_alarm
2808	Remind me I am volunteering at 8am tomorrow	reminder/set_reminder
2809	Set a reminder for my doctor's appointment on Wednesday at 9 AM	reminder/set_reminder
2810	Can you remind me to buy pencils at the store on Monday afternoon	reminder/set_reminder
2811	Delete my first 2 alarms	alarm/cancel_alarm
2812	activate my weekend alarms	alarm/set_alarm
2813	Show the rest of today's reminders	reminder/show_reminders
2814	Remind me my paper is due at 2PM tomorrow	reminder/set_reminder
2815	Remind me that my fathers birthday is this Saturday	reminder/set_reminder
2816	Remind me to pick up flowers tomorrow night	reminder/set_reminder
2817	reminder tomorrow lunch	reminder/set_reminder
2818	set alarm 10 minutes from now	alarm/set_alarm
2819	remind me to check the mail every weekday at 11am	reminder/set_reminder
2820	remind me to make lunch for my kids ahead of time	reminder/set_reminder
2821	set an alarm to go off in 15 minutes	alarm/set_alarm
2822	Set my alarm for 1 in the morning	alarm/set_alarm
2823	Delete all grocery store reminders	reminder/cancel_reminder
2824	Remind me to call Zozo tomorrow	reminder/set_reminder
2825	Set alarm for 2 pm on the fifth	alarm/set_alarm
2826	Delete tomorrow morning's alarm	alarm/cancel_alarm
2827	remind me to pack lunch for tomorrow tonight	reminder/set_reminder
2828	set an alarm for 4 a.m. tomorrow	alarm/set_alarm
2829	REMIND ME TO MAKE A DOCTORS APPOINTMENT FOR NEXT WEEK	reminder/set_reminder
2830	I need a reminder for Sunday night's game	reminder/set_reminder
2831	snooze 15 minutes	alarm/snooze_alarm
2832	Turn on all scheduled alarms	alarm/set_alarm
2833	cancel alarm for 8 p.m. tonight	alarm/cancel_alarm
2834	Remind me to cancel my tennis match	reminder/cancel_reminder
2835	Remind me to pick up bread later	reminder/set_reminder
2836	Wake me up in 2 hours	alarm/set_alarm
2837	set alarm for 45 minutes from now	alarm/set_alarm
2838	Show work out alarm	alarm/show_alarms
2839	Remind me to do my laundry on Saturday morning	reminder/set_reminder
2840	what time is my alarm set for in the morning	alarm/show_alarms
2841	Remind me to pick Lucious up from school tomorrow afternoon	reminder/set_reminder
2842	remind me this evening to send my brother a birthday card	reminder/set_reminder
2843	remind me to call mom later	reminder/set_reminder
2844	Cancel my reminder to meet Lily tomorrow night	reminder/cancel_reminder
2845	REMIND ME TO TAKE MY MEDS AT 8 A.M. TOMORROW	reminder/set_reminder
2846	Remind me of the first day of school on next Monday	reminder/set_reminder
2847	Snooze this alarm for another 5 minutes	alarm/snooze_alarm
2848	Snooze the alarm for 15 minutes	alarm/snooze_alarm
2849	Give me an alarm every two minutes for a half hour	alarm/set_alarm
2850	set alarm for 2 minutes past noon	alarm/set_alarm
2851	set alarm to remind me to take out trash	alarm/set_alarm
2852	Set alarm for two hours from now	alarm/set_alarm
2853	Remind me to put gas in my car after work ends at 5	reminder/set_reminder
2854	Remind me to finish my assignment later today	reminder/set_reminder
2855	Set alarm for 7 am every Monday	alarm/set_alarm
2856	Set alarm for 30 minutes from now	alarm/set_alarm
2857	remind me to buy cookies at the store tomorrow night	reminder/set_reminder
2858	Remind me when I need to leave for my dentist appointment	reminder/set_reminder
2859	remind me to set the alarm before I leave work	reminder/set_reminder
2860	Remind me to pick up clothes from dry cleaners	reminder/set_reminder
2861	Set alarm for work	alarm/set_alarm
2862	create a reminder for schedule kids appointment in two days	reminder/set_reminder
2863	Remind me my show comes on at 8PM	reminder/set_reminder
2864	new Outrageous acts of science at 10pm remind me 10 mins before	reminder/set_reminder
2865	remind me of my hair appointment	reminder/set_reminder
2866	Remind me to call mom tomorrow night	reminder/set_reminder
2867	set an alarm for every minute for the next 30 minutes	alarm/set_alarm
2868	Can you please turn off my work alarm	alarm/cancel_alarm
2869	Remind me to call my boss in the morning	reminder/set_reminder
2870	Please remind me to get cat food while I'm out	reminder/set_reminder
2871	Put 10 more minutes on my alarm	alarm/modify_alarm
2872	Turn off my alarm on the weekends	alarm/cancel_alarm
2873	set alarm for 10 minutes	alarm/set_alarm
2874	Please set alarm to ring every day this week	alarm/set_alarm
2875	Set daily reminder to work out for 30 minutes	reminder/set_reminder
2876	go ahead and set my alarm for 7 am	alarm/set_alarm
2877	Set a reminder for tomorrow morning to call Sarah at 10	reminder/set_reminder
2878	Cancel all alarms on the weekends	alarm/cancel_alarm
2879	set alarm for 7am	alarm/set_alarm
2880	Set an alarm for every 2 and a half minutes	alarm/set_alarm
2881	Set a reminder for 9am every day	reminder/set_reminder
2882	Set an alarm for 2 hours from now	alarm/set_alarm
2883	Remind to reschedule the meeting	reminder/set_reminder
2884	show me my reminders in the morning at 8am	reminder/show_reminders
2885	Set alarm for 9 am in the morning	alarm/set_alarm
2886	snooze alarm for 10 minutes	alarm/snooze_alarm
2887	Cancel all the alarms for this weekend	alarm/cancel_alarm
2888	Cancel my reminder for meeting tomorrow	reminder/cancel_reminder
2889	Remind me to pick up juice after work	reminder/set_reminder
2890	Ok restart the alarm timer	alarm/set_alarm
2891	turn off my alarm	alarm/cancel_alarm
2892	What alarm's do I have set for tomorrow	alarm/show_alarms
2893	remind me to get more diapers at the store tomorrow	reminder/set_reminder
2894	Remind me to make macaroni and cheese for dinner tonight	reminder/set_reminder
2895	Remind me to take out the chicken in 20 minutes	reminder/set_reminder
2896	Remind me to leave at 845am for the office	reminder/set_reminder
2897	show me when my next reminder is	reminder/show_reminders
2898	Set an alarm for next week 5am	alarm/set_alarm
2899	remind me one day before my doctor appointment with Skor	reminder/set_reminder
2900	Remind me to pick up dry cleaning tonight	reminder/set_reminder
2901	set my alarm for tomorrow morning	alarm/set_alarm
2902	"End my repeating alarm ""work"" on October 14th"	alarm/cancel_alarm
2903	Set alarm 3 minutes from now	alarm/set_alarm
2904	set my alarm for when to get Desiree at 2 pm	alarm/set_alarm
2905	wake me up after 2 hours	alarm/set_alarm
2906	set a reminder to pick up Tariq from school at 1:30pm	reminder/set_reminder
2907	snooze all alarms for an hour	alarm/snooze_alarm
2908	Set my alarm for 10 hours from now	alarm/set_alarm
2909	reset alarm for 7am on Sunday morning	alarm/set_alarm
2910	remind me to do the laundry tomorrow	reminder/set_reminder
2911	cancel reminder for pictures	reminder/cancel_reminder
2912	Set me a reminder for tomorrow meeting 15 minutes before it starts	reminder/set_reminder
2913	set an alarm for every 3 minutes for the next 30 minutes	alarm/set_alarm
2914	show today's reminders	reminder/show_reminders
2915	How many days left till my dentist appointment reminder	reminder/show_reminders
2916	Snooze alarm for 5 minutes	alarm/snooze_alarm
2917	Set a new reminder to call doctor for appointment on Aug 30	reminder/set_reminder
2918	I need 2 alarms,,,at 6 AM and 7 AM	alarm/set_alarm
2919	remind me to pay bill tomorrow at 10 am	reminder/set_reminder
2920	cancel my sunday alarms as of today	alarm/cancel_alarm
2921	Remind me to check the pasta in 7 minutes	reminder/set_reminder
2922	Remind me to visit the dentist Monday morning at 8	reminder/set_reminder
2923	Set an alarm for an hour from now	alarm/set_alarm
2924	I need to get paper when I go to the store. Remind me	reminder/set_reminder
2925	Remind me to visit the doctor Monday morning at 9	reminder/set_reminder
2926	Set my alarm for 4 hours	alarm/set_alarm
2927	Repeat this alarm for Mondays	alarm/set_alarm
2928	Remind me to pay bill when I get home	reminder/set_reminder
2929	Remind me multiple times tomorrow morning to buy coffee for the office	reminder/set_reminder
2930	Remind me to set a doctor's appointment at the end of this week	reminder/set_reminder
2931	remind me to call my brother tonight	reminder/set_reminder
2932	Cancel Friday's morning alarm	alarm/cancel_alarm
2933	please set an alarm for 7pm tonight	alarm/set_alarm
2934	Set alarm for next Wednesday at 6 pm	alarm/set_alarm
2935	remind to get eggs this evening	reminder/set_reminder
2936	set a reminder for the second tuesday morning every month 7am please	reminder/set_reminder
2937	Remind me in an hour to call mom	reminder/set_reminder
2938	Show all saved alarm times	alarm/show_alarms
2939	Cancel recurring dog walk reminder	reminder/cancel_reminder
2940	set a reminder to call my cousin to wish her happy birthday	reminder/set_reminder
2941	set reminder for 30 days	reminder/set_reminder
2942	remind about my fast/diet	reminder/set_reminder
2943	set an alarm for 20 minutes	alarm/set_alarm
2944	Remind me in 30 minutes	reminder/set_reminder
2945	remind me of when tickets go on sale for Billy Joel on Wednesday	reminder/set_reminder
2946	Set a wake up alarm for 530 am	alarm/set_alarm
2947	set running time alarm for 45 minutes	alarm/set_alarm
2948	Set a reminder for me about my doctor's appointment on Wednesday	reminder/set_reminder
2949	Cancel reminder for grocery store tonight	reminder/cancel_reminder
2950	set an alarm for 3 in the morning	alarm/set_alarm
2951	Please cancel all reminders for today	reminder/cancel_reminder
2952	place reminder on Saturday, date	reminder/set_reminder
2953	set alarm for 3 pm this afternoon	alarm/set_alarm
2954	Can you remind me to pick up popcorn when i'm at the grocery store later	reminder/set_reminder
2955	remind me to get the ingredients for the pizza when i get to the grocery store	reminder/set_reminder
2956	Change tomorrow's alarm to 7am	alarm/modify_alarm
2957	Set an alarm for my dog's medicine everyday this week for 6 pm	alarm/set_alarm
2958	Remind me I have an appointment at 8 this evening	reminder/set_reminder
2959	show me all my preset alarms	alarm/show_alarms
2960	set my alarm at 10 minute intervals for 2 hours	alarm/set_alarm
2961	Set a recurring alarm for 3 pm every day	alarm/set_alarm
2962	remind me to pay bills the first of every month	reminder/set_reminder
2963	Turn off alarm after 60 seconds	alarm/cancel_alarm
2964	Set an alarm for 6pm every day and remind me that this alarm is for the gym	alarm/set_alarm
2965	Remind me of my interview on Thursday at 11 am	reminder/set_reminder
2966	Bot, please set my nap alarm for the next 2 hours	alarm/set_alarm
2967	Remind me to drop my do off at the Vet on Monday morning	reminder/set_reminder
2968	Remind me to buy the pasta salad ingredients tonight	reminder/set_reminder
2969	Remind me that I need to go shopping tomorrow	reminder/set_reminder
2970	remind me to pick up dan after practice	reminder/set_reminder
2971	Cancel the reminder to stop and pick up Janet on the way to work	reminder/cancel_reminder
2972	Set an alarm for every hour until 5pm	alarm/set_alarm
2973	Set a recurring alarm for 5 am each weekday	alarm/set_alarm
2974	List all alarm times	alarm/show_alarms
2975	Set alarm clock for 2:30 pm	alarm/set_alarm
2976	"Create reminder for 3 weeks from now ""birth control"""	reminder/set_reminder
2977	set an alarm every minute for 10 minutes	alarm/set_alarm
2978	set the alarm for my assignment due on wed	alarm/set_alarm
2979	Remind me to send email when I get home	reminder/set_reminder
2980	remind me to stop by the bank and get some cash	reminder/set_reminder
2981	Set recurring alarm from 1 PM daily	alarm/set_alarm
2982	Remind me  to stop at the grocery tonight	reminder/set_reminder
2983	Change my Saturday alarm to wake me up at 8:30 AM	alarm/modify_alarm
2984	Remind me to visit the dentist Monday morning at 8	reminder/set_reminder
2985	Set alarm for the next 90 minutes	alarm/set_alarm
2986	Snooze alarm for 10 minutes	alarm/snooze_alarm
2987	Cancel my doctor's appointment reminder for tomorrow	reminder/cancel_reminder
2988	Please set an everyday alarm for 7pm	alarm/set_alarm
2989	set an alarm for 5 in the morning	alarm/set_alarm
2990	set an alarm for 1 hour and 45 minutes	alarm/set_alarm
2991	remind me to get a gift tomorrow morning	reminder/set_reminder
2992	remind me to reschedule dinner when i get to work	reminder/set_reminder
2993	Set my alarm for 6am for each weekday morning	alarm/set_alarm
2994	i need to set my alarm for 7 am in the morning	alarm/set_alarm
2995	Make a reminder to call Aunt Kim tomorrow	reminder/set_reminder
2996	Remind me of when my dental appointment is please	reminder/show_reminders
2997	Remind me dinner party next wednesday	reminder/set_reminder
2998	remind the kids at 3 to do their homework	reminder/set_reminder
2999	Remind me that we are out of toilet paper	reminder/set_reminder
3000	Remind me of my TV show on Saturday morning	reminder/set_reminder
3001	Set an alarm in 15 minutes	alarm/set_alarm
3002	set reminder the day before paper is due	reminder/set_reminder
3003	Move my earliest alarm two hour later	alarm/modify_alarm
3004	Remind me to take medicine everyday at 10:00 am	reminder/set_reminder
3005	remind me to set my alarm tonight	reminder/set_reminder
3006	Wake me up with an alarm tomorrow morning	alarm/set_alarm
3007	Remind me to get gas tonight	reminder/set_reminder
3008	Cancel my reminder for Late Friday	reminder/cancel_reminder
3009	remind me about my board meeting tomorrow	reminder/set_reminder
3010	Remind me to water my flowers every Sunday by 12 noon	reminder/set_reminder
3011	set alarm for 10 minutes later	alarm/set_alarm
3012	remind me to get more batteries tomorrow at 3 pm	reminder/set_reminder
3013	Repeat alarm every day at 8pm for one week	alarm/set_alarm
3014	Remind me to watch Orphan Black tonight	reminder/set_reminder
3015	Set reminder to pick up dry cleaning on way home from work on Friday	reminder/set_reminder
3016	Set a reminder to pick up dog food at the store during lunch	reminder/set_reminder
3017	Put in a reminder for me to workout every day at 5:30 pm	reminder/set_reminder
3018	remind me to buy bread on the way home tonight	reminder/set_reminder
3019	Set alarm every minute for 3 minutes	alarm/set_alarm
3020	Remind me of my doctors appointment on monday	reminder/set_reminder
3021	Cancel my weekend alarm	alarm/cancel_alarm
3022	Remind me that school starts Wednesday at 9am	reminder/set_reminder
3023	remind me to call the school to ask about the lunch menu	reminder/set_reminder
3024	Set alarm every 10 minutes for the timer cardio workout	alarm/set_alarm
3025	please set my reminder for 5pm to pick the kids up from dance	reminder/set_reminder
3026	remind me to have oil changed on Monday	reminder/set_reminder
3027	set an alarm for my cupcakes to go off in 23 minutes	alarm/set_alarm
3028	Turn on alarm for 6:15 am	alarm/set_alarm
3029	Remind me to meet with Jacob this afternoon at 4pm	reminder/set_reminder
3030	Set up a reminder for my anniversary	reminder/set_reminder
3031	Remind me to study before bed	reminder/set_reminder
3032	cancel homework alarm	alarm/cancel_alarm
3033	Remind me to leave for work early in the morning	reminder/set_reminder
3034	Show me my alarms for this week	alarm/show_alarms
3035	Cancel the morning alarm	alarm/cancel_alarm
3036	Remind me to buy dog food tonight	reminder/set_reminder
3037	Remind me to buy movie tickets when I get home tonight	reminder/set_reminder
3038	remind me to buy chicken from store tonight	reminder/set_reminder
3039	Delete reminder about Jay's dinner	reminder/cancel_reminder
3040	snooze for 8minutes	alarm/snooze_alarm
3041	I need an alarm for 6 hours from this time	alarm/set_alarm
3042	Create an alarm for 7:00 am tomorrow and a reminder for the same time to take an umbrella	alarm/set_alarm
3043	Remind me to take my dog on a walk this evening	reminder/set_reminder
3044	Please delete alarm for tomorrow morning at 7	alarm/cancel_alarm
3045	set an alarm for every 30 minutes for 2 hours	alarm/set_alarm
3046	Set the alarm for 1 hour from now	alarm/set_alarm
3047	Set alarm to repeat every hour for the next 4 hours	alarm/set_alarm
3048	cancel the every hour alarm	alarm/cancel_alarm
3049	Set up alarm for 7 am on Tuesdays and Thursdays	alarm/set_alarm
3050	remind me to buy eggs at the store tonight	reminder/set_reminder
3051	Cancel my laundry reminder	reminder/cancel_reminder
3052	set a reminder for my daughters play tonight please	reminder/set_reminder
3053	remind me an hour before my dr appt	reminder/set_reminder
3054	Remind me when I'm at the store to buy pickles	reminder/set_reminder
3055	Turn off Thursdays alarm	alarm/cancel_alarm
3056	remind me of class at 9 tomorrow morning	reminder/set_reminder
3057	remind me to get eggs tonight	reminder/set_reminder
3058	Set alarm for 2 hours from now	alarm/set_alarm
3059	Set an alarm for one hour from now	alarm/set_alarm
3060	set alarm for monday through friday for 6 am	alarm/set_alarm
3061	Set a 7am alarm for Monday through Friday	alarm/set_alarm
3062	remind me of when I need to leave for my flight on Friday	reminder/show_reminders
3063	remind me of a 3pm doctor apointment on sept 16	reminder/set_reminder
3064	set a reminder about my doctor appointment tomorrow at 9	reminder/set_reminder
3065	Set reminder to buy milk tonight	reminder/set_reminder
3066	remind me to add protein bars to my subscribe and save	reminder/set_reminder
3067	remind me to buy flowers for mom tonight	reminder/set_reminder
3068	Change my wake up alarm to 6:15	alarm/modify_alarm
3069	pull up today's reminders	reminder/show_reminders
3070	Cancel today's reminders	reminder/cancel_reminder
3071	Set an alarm an hour before dinner	alarm/set_alarm
3072	remind me to pick up dinner for tonight	reminder/set_reminder
3073	Remind me of the doctor's appoint on Friday	reminder/set_reminder
3074	cancel my livestream reminder	reminder/cancel_reminder
3075	set alarm for tomorrow's meeting at 5	alarm/set_alarm
3076	Set reminder to take my blood pressure medication every day at 8:00 am	reminder/set_reminder
3077	Cancel my reminder about going to the grocery store	reminder/cancel_reminder
3078	cancel my 2:30 alarm for today	alarm/cancel_alarm
3079	Remind me to check for any important emails at 5pm today	reminder/set_reminder
3080	change alarm for tomorrow from 8 am to 6 am	alarm/modify_alarm
3081	remind me to do my homework at 7 am	reminder/set_reminder
3082	Remind me to take medications at noon everyday	reminder/set_reminder
3083	show my alarm schedule	alarm/show_alarms
3084	Remind me to water my plants everyday	reminder/set_reminder
3085	Set an alarm in 3 hours to wake me up	alarm/set_alarm
3086	do I have an alarm set for in the morning	alarm/show_alarms
3087	set alarm for 20 minutes	alarm/set_alarm
3088	remind me of my anniversary on Monday	reminder/set_reminder
3089	Change weekend alarms from 7am to 8am	alarm/modify_alarm
3090	Cancel my reminder about Monday's appointment at Dr. Castlebaum's	reminder/cancel_reminder
3091	I need a reminder for this afternoon to buy birthday cards	reminder/set_reminder
3092	Reminder to make doctor appointment	reminder/set_reminder
3093	remind me about my doctor appointment	reminder/set_reminder
3094	Remind me 15 minutes before the eclipse starts	reminder/set_reminder
3095	Remind to take Charlie to practice	reminder/set_reminder
3096	Set a reminder to repeat every day this week	reminder/set_reminder
3097	set alarm for 5:30 am tomorrow	alarm/set_alarm
3098	Remind me when it's time for bed	reminder/set_reminder
3099	Set weekday alarm for 730 am	alarm/set_alarm
3100	Show me the alarms I have set	alarm/show_alarms
3101	remind me to get toilet paper at the grocery tomorrow	reminder/set_reminder
3102	remind me to start dinner in 30 minutes	reminder/set_reminder
3103	My alarm needs to go off 5 mins before 5 am	alarm/set_alarm
3104	Set an alarm to go off in 35 minutes	alarm/set_alarm
3105	remind me to take out trash tonight	reminder/set_reminder
3106	Remind me to order Zyrtec on Amazon tonight	reminder/set_reminder
3107	set up an alarm for my meeting tomorrow at 7am	alarm/set_alarm
3108	set a reminder for my mom coming over tonight	reminder/set_reminder
3109	remind me about my doctors appointment on Wednesday	reminder/set_reminder
3110	Cancel reminder to buy coffee at Costco tomorrow	reminder/cancel_reminder
3111	cancel my reminder for my dentist appointment	reminder/cancel_reminder
3112	Send me a reminder in two months to get my car check up	reminder/set_reminder
3113	I need an alarm set for noon tomorrow	alarm/set_alarm
3114	set alarm to go off in 15 minutes	alarm/set_alarm
3115	Set an alarm for every 20 seconds	alarm/set_alarm
3116	remind me about my sister's birthday next week on friday	reminder/set_reminder
3117	remind me on the way to the store	reminder/set_reminder
3118	Set alarm for Monday and Tuesday only at 2 pm	alarm/set_alarm
3119	Set the alarm to go off in 36 minutes	alarm/set_alarm
3120	set alarm for this Saturday to seven am	alarm/set_alarm
3121	remind me about the parent teacher conference an hour before 4 pm	reminder/set_reminder
3122	snooze alarm for 15 minutes	alarm/snooze_alarm
3123	Set alarm for 7:00am, this Sunday morning	alarm/set_alarm
3124	Remind me to pick up Claire at 4	reminder/set_reminder
3125	Set my alarm for 830 am on Sunday	alarm/set_alarm
3126	remind me to go to church every 9am on sunday	reminder/set_reminder
3127	Remind me of Game of Thrones on Sunday night at 9:00pm	reminder/set_reminder
3128	remind me dan has dr appt tomorrow at 10	reminder/set_reminder
3129	Remind me that I have a meeting with Jessica every Tuesday at noon	reminder/set_reminder
3130	Remind me to take the beef out of the freezer in the morning	reminder/set_reminder
3131	Get rid of my first couple alarms/	alarm/cancel_alarm
3132	show me all my reminders for next Tuesday	reminder/show_reminders
3133	did i set alarm for tomorrow morning	alarm/show_alarms
3134	remind me when Claws comes on	reminder/set_reminder
3135	Set snooze for ten minutes	alarm/snooze_alarm
3136	Set alarm 20 minutes from now	alarm/set_alarm
3137	remind me to brush my teeth twice a day	reminder/set_reminder
3138	set a reminder for my brothers party	reminder/set_reminder
3139	set a reminder to do my laundry	reminder/set_reminder
3140	clock alarm off	alarm/cancel_alarm
3141	remind me to wake up at 6pm tomorrow	reminder/set_reminder
3142	set an alarm every fifteen minutes for the next hour and a half	alarm/set_alarm
3143	move the alarm to one hour later	alarm/set_alarm
3144	Set alarm for one hour from now	alarm/set_alarm
3145	Remind me of my dentist appointment next Tuesday at 8 AM	reminder/set_reminder
3146	Set an alarm for midnight	alarm/set_alarm
3147	I need a reminder for ten Saturday, there's a game on campus	reminder/set_reminder
3148	Remind me to take the cookies out in 10 minutes	reminder/set_reminder
3149	Remind me to leave for the doctor at 2:30 PM	reminder/set_reminder
3150	Set a reminder that the house cleaner is coming tomorrow at 8 am	reminder/set_reminder
3151	remind me of my car service this weekend	reminder/set_reminder
3152	please set an alarm for every 5 minutes for the next hour	alarm/set_alarm
3153	Please set an alarm for 10 minutes from now	alarm/set_alarm
3154	Set Reminder every August to schedule my yearly physical	reminder/set_reminder
3155	Set alarm for 9:00 AM this Saturday	alarm/set_alarm
3156	cancel my morning alarm	alarm/cancel_alarm
3157	Remind me to shop groceries tonight	reminder/set_reminder
3158	Show today's alarms	alarm/show_alarms
3159	set alarm for every 15 minutes for 1 hour	alarm/set_alarm
3160	Set an alarm to go off every five minutes at 7 AM	alarm/set_alarm
3161	remind me to take my lunch to work in the morning	reminder/set_reminder
3162	Remind me to take the dog to the vet at 10 AM	reminder/set_reminder
3163	Set an alarm to go off every day at 7:00 pm	alarm/set_alarm
3164	Repeat 5am  alarm Monday to Friday	alarm/set_alarm
3165	Set a weekend alarm for 7 am	alarm/set_alarm
3166	Add a new reminder to pick up the dog from the groomer	reminder/set_reminder
3167	Set a reminder for my anniversary	reminder/set_reminder
3168	Set 4 alarms, 10 minutes apart	alarm/set_alarm
3169	Is there a current alarm set for Saturday evening	alarm/show_alarms
3170	Remind me to check the kiln in 5 hours	reminder/set_reminder
3171	What time is my meeting reminder set for	reminder/show_reminders
3172	Cancel my reminders about my dentist appointment	reminder/cancel_reminder
3173	Remind me to set another reminder for next week's challenge	reminder/set_reminder
3174	Cancel my reminder about the anniversary gift	reminder/cancel_reminder
3175	set alarm to repeat every day at 7 am	alarm/set_alarm
3176	Set an alarm every minute for 20 minutes	alarm/set_alarm
3177	Remind me to make a dentist appointment tomorrow	reminder/set_reminder
3178	set alarm 5 minutes from now	alarm/set_alarm
3179	Set reminder for paper due Friday	reminder/set_reminder
3180	Repeat alarm from Monday to Friday	alarm/set_alarm
3181	set an alarm for 30 minutes from now	alarm/set_alarm
3182	set an alarm for an hour from now	alarm/set_alarm
3183	Set an alarm for 6pm every day and remind me that this alarm is for the gym	alarm/set_alarm
3184	Schedule alarm in 30 minutes	alarm/set_alarm
3185	set an alarm for 7pm everyday	alarm/set_alarm
3186	remind me to put clothes in the dryer in 20 minutes	reminder/set_reminder
3187	remind me on my doctors appointment on Tuesday	reminder/set_reminder
3188	Remind me to do the dishes by tonight	reminder/set_reminder
3189	remind me to go to aldi for beef tonight	reminder/set_reminder
3190	cancel todays alarms	alarm/cancel_alarm
3191	set a 30 minute alarm	alarm/set_alarm
3192	set my alarm for 730 am on weekends	alarm/set_alarm
3193	set my alarm to wake me in 20 min	alarm/set_alarm
3194	remind of show tonight on tv at 9 pm	reminder/set_reminder
3195	Set alarm for Monday to Friday for 6 am	alarm/set_alarm
3196	Set alarm for 10 minutes	alarm/set_alarm
3197	Please cancel my alarm for every 5 hours	alarm/cancel_alarm
3198	Remind me to take the trash out before leaving at 5 AM	reminder/set_reminder
3199	Show tomorrow's reminders	reminder/show_reminders
3200	set reminder for appt. at 7 am	reminder/set_reminder
3201	Remind me to take the wash out of the dryer this afternoon	reminder/set_reminder
3202	Disable my Monday through Friday alarms	alarm/cancel_alarm
3203	set a reminder to pick up caden at 4:30	reminder/set_reminder
3204	Set a second alarm at 7:45	alarm/set_alarm
3205	Please give me the weather report in the newspaper	weather/find
3206	Set wake up alarm for 6 a.m	alarm/set_alarm
3207	Remind me to start laundry this afternoon at 2	reminder/set_reminder
3208	remind me to get up in an hour	reminder/set_reminder
3209	Set a wake up alarm for 10am	alarm/set_alarm
3210	remind me to call the doctor at 8am	reminder/set_reminder
3211	Set alarm 40 minutes from now	alarm/set_alarm
3212	SNOOZE THE ALARM FOR 5 MINUTES	alarm/snooze_alarm
3213	remind me to take out the trash when I get home	reminder/set_reminder
3214	Remind me to get milk after school today	reminder/set_reminder
3215	Can you change the 6:00 am alarm to 8 for monday	alarm/modify_alarm
3216	Show me all the reminders I have set for this weekend	reminder/show_reminders
3217	Remind me to set an alarm tomorrow	reminder/set_reminder
3218	Remind me 20 minutes before the eclipse on the 21st	reminder/set_reminder
3219	Remind me to send that email when I get to work	reminder/set_reminder
3220	set alarm for next months test	alarm/set_alarm
3221	Cancel reminder to buy Hailee's shoes at the mall	reminder/cancel_reminder
3222	set an alarm for 16 minutes	alarm/set_alarm
3223	Add a reminder to wish Jen a happy birthday tomorrow	reminder/set_reminder
3224	Set alarm 12 minutes from now	alarm/set_alarm
3225	Cancel all of today's reminders	reminder/cancel_reminder
3226	SET ALARM FOR 630 AM ON WEEKDAYS	alarm/set_alarm
3227	set alarm for 7 am sundays	alarm/set_alarm
3228	remind me to clean out the garage on the weekend	reminder/set_reminder
3229	REMIND ME TO GET EGGS WHEN I GO TO THE GROCERY STORE	reminder/set_reminder
3230	Set alarm for 8 tomorrow morning	alarm/set_alarm
3231	show me my doctor's appointment reminder	reminder/show_reminders
3232	Please turn off alarm automatically after 5 minutes	alarm/cancel_alarm
3233	Remind me at ten to record my daily routes	reminder/set_reminder
3234	Set a reminder to go to the mall to buy new shoes this Saturday	reminder/set_reminder
3235	set a reminder to take medication every day at 10am	reminder/set_reminder
