utterance	slot_labels	intent	intent_ID	slots_ID	language
qué significa us	O O B-airline_code	atis_abbreviation	14	82 82 91	es
i need to go to san diego from toronto but i want to stopover in denver	O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O O O O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 155 156 82 38 82 82 82 82 82 82 26	en
muéstrame los vuelos desde pittsburgh hasta san francisco	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155 156	es
ich muss ein flugzeug von boston nach san francisco am freitag finden	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O	atis_aircraft	7	82 82 82 82 82 38 82 155 156 82 113 82	de
quisiera una lista de los vuelos desde pittsburgh hasta dallas	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155	es
entre boston et denver j’aimerais un vol qui fait le moins d’arrêts pour me rendre à boston .	O B-fromloc.city_name O B-toloc.city_name O O O O O O B-mod O O O O O B-toloc.city_name O	atis_flight	2	82 38 82 155 82 82 82 82 82 82 60 82 82 82 82 82 155 82	fr
pouvez-vous me lister tous les vols de toronto à san diego	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155 156	fr
j’ai besoin de transports terrestres à seattle	O O O O O O B-city_name	atis_ground_service	12	82 82 82 82 82 82 135	fr
what flights from orlando to tacoma on saturday	O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 38 82 155 82 113	en
quel est le premier vol de boston à san francisco samedi	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name	atis_flight	2	82 82 82 58 82 82 38 82 155 156 113	fr
sur quel type d’aéronef vais-je voler si je prends un vol en première classe d’ american airlines de philadelphie à dallas	O O O O O O O O O O O O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_aircraft	7	82 82 82 82 82 82 82 82 82 82 82 82 24 25 82 149 150 82 38 82 155	fr
me montrer des vols de denver à san francisco mercredi .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O	atis_flight	2	82 82 82 82 82 38 82 155 156 113 82	fr
je voudrais un vol le matin de milwaukee à denver au colorado s’il vous plaît.	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-toloc.state_name O O O	atis_flight	2	82 82 82 82 82 52 82 38 82 155 82 36 82 82 82	fr
give me all the flights from new york to miami round trip	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip	atis_flight	2	82 82 82 82 82 82 38 39 82 155 46 47	en
trouver un vol de toronto à san diego avec une escale à san francisco sur air canada .	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name O B-airline_name I-airline_name O	atis_flight	2	82 82 82 82 38 82 155 156 82 82 82 82 26 27 82 149 150 82	fr
how many daily us air flights are there between philadelphia and pittsburgh	O O B-flight_days B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name	atis_quantity	4	82 82 18 149 150 82 82 82 82 38 82 155	en
what type of aircraft leaves from boston to washington dc at 9 am	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time	atis_aircraft	7	82 82 82 82 82 82 38 82 155 93 82 137 138	en
was ist der günstigste einzel flug-tarif von san francisco nach boston am mittwoch , den einundzwanzigsten august	O O O B-cost_relative B-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_date.day_number B-depart_date.month_name	atis_airfare	0	82 82 82 87 46 82 82 38 39 82 155 82 113 82 82 95 103	de
zeige den ersten flug von boston nach philadelphia	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 58 82 82 38 82 155	de
dame una lista de todas las aerolíneas que vuelen entre washington y denver	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 82 82 82 82 82 82 38 82 155	es
necesito un vuelo desde nueva york hasta san francisco	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 38 39 82 155 156	es
¿puedes alquilar un automóvil en el aeropuerto internacional stapleton en denver ?	O O O B-transport_type O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-fromloc.city_name O	atis_ground_service	12	82 82 82 145 82 82 99 100 100 82 38 82	es
lister des vols de pittsburgh à los angeles qui partent jeudi après 5 heures de l’après-midi .	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 38 82 155 156 82 82 113 127 137 138 138 138 82	fr
gibt es einen limousinen service am pittsburgh airport	O O O B-transport_type O O B-airport_name I-airport_name	atis_ground_service	12	82 82 82 145 82 82 157 158	de
zeige mir alle flüge von toronto nach san diego mit us air mit zwischenstopp in phoenix	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O O B-stoploc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156 82 149 150 82 82 82 26	de
welche flüge gibt es, die in detroit abfliegen und gegen 7 uhr abends am nächsten mittwoch in chicago ankommen	O O O O O O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.date_relative B-arrive_date.day_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 38 82 82 12 143 144 144 82 101 64 82 155 82	de
zeige mir den flug, der nachmittags in philadelphia startet und abends in denver landet	O O O O O B-depart_time.period_of_day O B-fromloc.city_name O O B-arrive_time.period_of_day O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 52 82 38 82 82 80 82 155 82	de
muéstrame todos los vuelos de ida y vuelta entre houston y las vegas	O O O O O B-round_trip I-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 46 47 47 82 38 82 155 156	es
what flights are there from milwaukee to phoenix on saturday	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 82 155 82 113	en
zeige mir flüge, die am donnerstag morgen von atlanta nach washington starten, und sage mir auch, ob mahlzeiten eingeschlossen sind und wie hoch die preise sind	O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O O O O O O B-meal O O O O O O O O	atis_flight	2	82 82 82 82 82 113 52 82 38 82 155 82 82 82 82 82 82 6 82 82 82 82 82 82 82 82	de
muéstrame todos los vuelos desde san francisco hasta boston , filadelfia o baltimore	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 39 82 155 82 155 82 155	es
what're the lowest one way fares from denver to atlanta	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155	en
j’aimerais le premier vol le matin de boston à washington .	O O B-flight_mod O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 58 82 82 52 82 38 82 155 82	fr
muéstrame vuelos con reserva en primera clase desde san francisco hasta pittsburgh para el lunes	O O O O O B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 24 25 82 38 39 82 155 82 82 113	es
show me the earliest flight from newark to seattle	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 38 82 155	en
was bedeutet code y	O O O B-fare_basis_code	atis_abbreviation	14	82 82 82 78	de
welche art von bodentransport ist in atlanta verfügbar	O O O O O O B-city_name O	atis_ground_service	12	82 82 82 82 82 82 135 82	de
wie viele flüge gehen am neunzehnten juli von denver nach baltimore	O O O O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name	atis_quantity	4	82 82 82 82 82 95 103 82 38 82 155	de
quelles compagnies aériennes volent de boston à pittsburgh	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 82 38 82 155	fr
qué vuelos van desde denver hasta san francisco	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155 156	es
qué vuelos salen desde seattle el domingo de continental	O O O O B-fromloc.city_name O B-depart_date.day_name O B-airline_name	atis_flight	2	82 82 82 82 38 82 113 82 149	es
j’ai besoin d’un vol de philadelphie à dallas .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
show me all flights from pittsburgh which leave tomorrow and arrive in boston	O O O O O B-fromloc.city_name O O B-depart_date.today_relative O O O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 82 83 82 82 82 155	en
me montrer tous les vols de san diego à miami avec un arrêt à denver .	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O	atis_flight	2	82 82 82 82 82 82 38 39 82 155 82 82 82 82 26 82	fr
muéstrame los horarios de los vuelos desde baltimore hasta filadelfia	O O B-flight_time I-flight_time I-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 111 112 112 112 82 38 82 155	es
zeige alle flüge, die denver mit continental am sonntag nach 9:34 uhr abends verlassen	O O O O B-fromloc.city_name O B-airline_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 38 82 149 82 113 127 137 138 138 82	de
muéstrame los vuelos que van desde pittsburgh hasta san francisco para el lunes	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 82 38 82 155 156 82 82 113	es
was ist der günstigste einzel flug-tarif von boston nach washington	O O O B-cost_relative B-toloc.city_name O O B-round_trip O B-fromloc.city_name	atis_airfare	0	82 82 82 87 155 82 82 46 82 38	de
zeige alle flüge, die in denver mit continental am sonntag abfliegen	O O O O O B-fromloc.city_name O B-airline_name O B-depart_date.day_name O	atis_flight	2	82 82 82 82 82 38 82 149 82 113 82	de
me montrer ce que signifient les codes tarifaires	O O O O O O O O	atis_abbreviation	14	82 82 82 82 82 82 82 82	fr
show flights from cleveland to miami that arrive before 4 pm	O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	atis_flight	2	82 82 82 38 82 155 82 82 12 143 144	en
i need a flight from ontario to los angeles on a thursday	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 82 155 156 82 82 113	en
show me flights from boston to denver early am on tuesday	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod B-depart_time.period_of_day O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 82 155 109 52 82 113	en
zeige mir das flugzeug, das canadian airlines verwendet	O O O O O B-airline_name I-airline_name O	atis_aircraft	7	82 82 82 82 82 149 150 82	de
was ist fluggesellschaft dl	O O O B-airline_code	atis_airline	15	82 82 82 91	de
baltimore nach philadelphia	B-fromloc.city_name O B-toloc.city_name	atis_flight	2	38 82 155	de
cuál es el último vuelo entre washington y boston	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 38 82 155	es
zeige mir die flüge von newark new jersey zum ontario international nächsten samstag	O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name	atis_flight	2	82 82 82 82 82 38 28 29 82 16 17 22 113	de
what are the flights from boston to san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155 156	en
do you have a united flight from dallas to san francisco	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 149 82 82 38 82 155 156	en
was hast du am montag von dallas fort worth nach oakland kalifornien	O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name	atis_flight	2	82 82 82 82 113 82 38 39 39 82 155 36	de
cuál es el primer vuelo desde boston hasta washington	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 82 38 82 155	es
tous les vols de boston à washington dc le onze novembre avant 10 heures du matin .	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_number B-depart_date.month_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O	atis_flight	2	82 82 82 82 38 82 155 93 82 95 103 127 137 138 138 138 82	fr
zeige mir tarife von philadelphia nach san francisco am donnerstag morgen	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare	0	82 82 82 82 38 82 155 156 82 113 52	de
ich möchte einen flug von washington nach boston . flug 324 am zwanzigsten august	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-flight_number O B-depart_date.day_number B-depart_date.month_name	atis_flight	2	82 82 82 82 82 38 82 155 82 82 2 82 95 103	de
what is the flight number of the earliest flight between boston and washington dc	O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_flight_no	1	82 82 82 82 82 82 82 58 82 82 38 82 155 93	en
welcher ist der erste flug nach 1 uhr nachmittags von washington nach denver	O O O B-flight_mod O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 58 82 127 137 138 138 82 38 82 155	de
show me the flights from baltimore to oakland	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 82 155	en
zeige mir den billigsten flug von dallas nach baltimore	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 87 82 82 38 82 155	de
me gustaría reservar un vuelo para el veintisiete de agosto desde baltimore hasta san francisco de us air	O O O O O O O B-depart_date.day_number O B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	atis_flight	2	82 82 82 82 82 82 82 95 82 103 82 38 82 155 156 82 149 150	es
¿american airlines brinda vuelos desde san francisco hasta atlanta ?	B-airline_name I-airline_name O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O	atis_flight	2	149 150 82 82 82 155 156 82 38 82	es
me montrer les vols de boston à san francisco sur united airlines .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O	atis_flight	2	82 82 82 82 82 38 82 155 156 82 149 150 82	fr
which flights on northwest and united airlines stop in denver before noon	O O O B-airline_name O B-airline_name I-airline_name O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time	atis_flight	2	82 82 82 149 82 149 150 82 82 26 127 137	en
cuál es costo del servicio de limusina en filadelfia	O O O O O O B-transport_type O B-city_name	atis_ground_fare	9	82 82 82 82 82 82 145 82 135	es
welche fluggesellschaft ist hp	O O O B-airline_code	atis_airline	15	82 82 82 91	de
cuál es tu último vuelo desde washington hasta boston para el veintisiete de agosto	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name	atis_flight	2	82 82 82 58 82 82 38 82 155 82 82 95 82 103	es
what is the cheapest flight from pittsburgh to atlanta one way	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip	atis_flight	2	82 82 82 87 82 82 38 82 155 46 47	en
show me the fares for a first class ticket from baltimore to dallas	O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 24 25 82 82 38 82 155	en
quel est le vol le moins cher de san francisco à pittsburgh dimanche	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name	atis_flight	2	82 82 82 82 87 88 88 82 38 39 82 155 113	fr
me montrer les tarifs pour des vols delta de dallas à san francisco .	O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare	0	82 82 82 82 82 82 82 149 82 38 82 155 156 82	fr
delta airlines vole-t-elle de denver à pittsburgh	B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	149 150 82 82 38 82 155	fr
zeige mir den gesamten bodentransport in washington dc	O O O O O O B-city_name B-state_code	atis_ground_service	12	82 82 82 82 82 82 135 105	de
also show me the first flight from atlanta to denver on a thursday	O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 58 82 82 38 82 155 82 82 113	en
en qué vuelos desde san pablo hasta kansas city para el viernes se sirve cena	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O O B-meal_description	atis_flight	2	82 82 82 82 38 39 82 155 156 82 82 113 82 82 153	es
i need a flight delta airlines kansas city to salt lake	O O O O B-airline_name I-airline_name B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 82 82 82 149 150 38 39 82 155 156	en
desde montreal hasta las vegas	O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_flight	2	82 38 82 155 156	es
ich möchte informationen über flüge von atlanta nach washington dc , gib mir informationen zu flügen nach 4 uhr nachmittags am mittwoch	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name	atis_flight	2	82 82 82 82 82 82 38 82 155 93 82 82 82 82 82 82 127 137 138 138 82 113	de
quel est votre tarif le moins cher entre atlanta et boston	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 87 88 88 82 38 82 155	fr
y a-t-il des transports terrestres de l’ aéroport de pittsburgh au centre-ville de pittsburgh	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O B-toloc.city_name	atis_ground_service	12	82 82 82 82 82 82 82 99 100 100 82 82 82 155	fr
tous les vols new york à miami .	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 38 39 82 155 82	fr
pourriez-vous me montrer tous les vols de montréal à charlotte	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 82 82 38 82 155	fr
twa a-t-elle un vol d’ indianapolis à houston arrivant à 11 heures du matin	B-airline_code O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time	atis_flight	2	91 82 82 82 82 38 82 155 82 82 143 144 144 144	fr
lister toutes les arrivées de n’importe quel aéroport à baltimore le jeudi matin arrivant avant 9 heures du matin .	O O O O O O O O O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time O	atis_flight	2	82 82 82 82 82 82 82 82 82 155 82 113 52 82 12 143 144 144 144 82	fr
también me gustaría reservar el vuelo de ida más barato desde pittsburgh hasta atlanta para el veinte de julio	O O O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name	atis_flight	2	82 82 82 82 82 82 46 47 87 88 82 38 82 155 82 82 95 82 103	es
cuántos vuelos tiene twa en clase ejecutiva	O O O B-airline_code O B-class_type I-class_type	atis_quantity	4	82 82 82 91 82 24 25	es
zeige mir alle flüge von new york nach miami , die an einem dienstag abfliegen	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name O	atis_flight	2	82 82 82 82 82 38 39 82 155 82 82 82 82 113 82	de
can i rent a car in san jose too	O O O O B-transport_type O B-city_name I-city_name O	atis_ground_service	12	82 82 82 82 145 82 135 136 82	en
lister tous les vols de baltimore à philadelphie .	O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 38 82 155 82	fr
fliegt us air von washington dc nach denver	O B-airline_name I-airline_name O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name	atis_flight	2	82 149 150 82 38 30 82 155	de
quels vols de newark à los angeles mercredi	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name	atis_flight	2	82 82 82 38 82 155 156 113	fr
me montrer le type d’aéronef que canadian airlines utilise	O O O O O O B-airline_name I-airline_name O	atis_aircraft	7	82 82 82 82 82 82 149 150 82	fr
informationen zu flügen von denver nach philadelphia	O O O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 38 82 155	de
s’il vous plaît lister tous les vols de dallas à pittsburgh le quatre juillet 1991 .	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name B-depart_date.year O	atis_flight	2	82 82 82 82 82 82 82 82 38 82 155 82 95 103 123 82	fr
vuelos desde washington d.c. hasta denver	O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name	atis_flight	2	82 82 38 30 82 155	es
welche flüge starten nach 4 uhr nachmittags in san francisco und fliegen über indianapolis nach washington	O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name I-fromloc.city_name O O O B-stoploc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 127 137 138 138 82 38 39 82 82 82 26 82 155	de
qué vuelo de united airlines va desde boston hasta san francisco y hace una escala en filadelfia	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name	atis_flight	2	82 82 82 149 150 82 82 38 82 155 156 82 82 82 82 82 26	es
welche fluglinien fliegen zwischen boston und philadelphia	O O O O B-fromloc.city_name O B-toloc.city_name	atis_airline	15	82 82 82 82 38 82 155	de
zeige mir flugzeugtypen, die zwischen boston und san francisco fliegen	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_aircraft	7	82 82 82 82 82 38 82 155 156 82	de
cuál es el último vuelo de la tarde que puedo tomar desde dallas hasta san francisco en primera clase	O O O B-flight_mod O O O B-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-class_type I-class_type	atis_flight	2	82 82 82 58 82 82 82 52 82 82 82 82 38 82 155 156 82 24 25	es
quiero información sobre los vuelos desde atlanta hasta washington d.c. y quiero salir el miércoles después de las 4 de la tarde o el jueves antes de las 9 de la mañana	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_date.day_name B-depart_time.time_relative I-depart_time.time_relative I-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time B-or O B-depart_date.day_name B-depart_time.time_relative O O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time	atis_flight	2	82 82 82 82 82 82 38 82 155 93 82 82 82 82 113 127 128 128 137 138 138 138 147 82 113 127 82 82 137 138 138 138	es
informations sur des vols de l’ après-midi de philadelphie à denver .	O O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight	2	82 82 82 82 82 82 52 82 38 82 155 82	fr
cheapest airfare from orlando to tacoma	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	87 82 82 38 82 155	en
gib mir bitte den billigsten flug von denver nach pittsburgh	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 87 82 82 38 82 155	de
zeige mir alle flüge von new york city nach montreal	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_flight	2	82 82 82 82 82 38 39 39 82 155	de
muéstrame los vuelos desde boston hasta filadelfia para un lunes	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_flight	2	82 82 82 82 38 82 155 82 82 113	es
was ist tarifcode h	O O O B-fare_basis_code	atis_abbreviation	14	82 82 82 78	de
con usa air cuántos vuelos salen desde oakland hasta boston sin escalas el veintisiete de julio	O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop I-flight_stop O B-depart_date.day_number O B-depart_date.month_name	atis_flight	2	82 149 150 82 82 82 82 38 82 155 151 152 82 95 82 103	es
me montrer les billets aller-retour de baltimore à atlanta .	O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	82 82 82 82 46 82 38 82 155 82	fr
alle flüge von washington dc nach san francisco am zwölften november	O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_flight	2	82 82 82 38 30 82 155 156 82 95 103	de
lister tous les vols d’ atlanta à charlotte en caroline du nord qui partent lundi prochain .	O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.state_name I-toloc.state_name I-toloc.state_name O O B-depart_date.day_name B-depart_date.date_relative O	atis_flight	2	82 82 82 82 82 38 82 155 82 36 37 37 82 82 113 22 82	fr
vols de l’ avant-midi de dallas à san francisco .	O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 82 52 82 38 82 155 156 82	fr
zeige mir rück flüge von cincinnati nach salt lake city , die direkt flüge sind	O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-flight_stop O O	atis_flight	2	82 82 46 82 82 38 82 155 156 156 82 82 151 82 82	de
which northwest flights stop in denver before noon	O B-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time	atis_flight	2	82 149 82 82 82 26 127 137	en
is there a limousine service available from the pittsburgh airport	O O O B-transport_type O O O O B-fromloc.airport_name I-fromloc.airport_name	atis_ground_service	12	82 82 82 145 82 82 82 82 99 100	en
lister les premiers vols de saint-paul à san josé .	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_flight	2	82 82 58 82 82 38 82 155 156 82	fr
trouver des vols de philadelphie à dallas s’arrêtant à hartfield .	O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.airport_name O	atis_flight	2	82 82 82 82 38 82 155 82 82 50 82	fr
was ist der günstigste tarif für einen einzel flug zwischen philadelphia und boston	O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 82 46 82 82 38 82 155	de
list flights from phoenix to detroit on wednesday	O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight	2	82 82 82 38 82 155 82 113	en
zeige mir direkt flüge von miami nach new york an einem sonntag zusammen mit den tarifen unter 466 dollar	O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_date.day_name O O O O B-cost_relative B-fare_amount I-fare_amount	atis_flight	2	82 82 151 82 82 38 82 155 156 82 82 64 82 82 82 82 87 48 49	de
cuántos pasajeros caben en un d9s	O O O O O B-aircraft_code	atis_capacity	3	82 82 82 82 82 97	es
