ID	TEXT	INTENT	SLOTS
2482	what s the weather in the current place	GetWeather	O O O O O O B-current_location I-current_location
2483	tell me when it will be warmer in my current position	GetWeather	O O O O O O B-condition_temperature O O B-current_location I-current_location
2484	book a table at the top-rated taverna in north korea	BookRestaurant	O O O O O B-sort B-restaurant_type O B-country I-country
2485	will it be colder in holladay saint kitts and nevis	GetWeather	O O O B-condition_temperature O B-city B-country I-country I-country I-country
2486	rate this saga 1 points	RateBook	O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit
2487	book a reservation for a southern brazilian restaurant for 10 people within walking distance of broadway-lafayette st	BookRestaurant	O O O O O B-cuisine I-cuisine B-restaurant_type O B-party_size_number O B-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi
2488	i really need a top-rated restaurant that can seat 3 people in 1 minute from now	BookRestaurant	O O O O B-sort B-restaurant_type O O O B-party_size_number O B-timeRange I-timeRange I-timeRange O O
2489	tell me if it will be hotter in seven hours in doyle united states	GetWeather	O O O O O O B-condition_temperature B-timeRange I-timeRange I-timeRange O B-city B-country I-country
2490	find movie schedules for movies around here at nineteen o clock	SearchScreeningEvent	O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation O B-timeRange I-timeRange I-timeRange
2491	add this song onto hip hop gaming playlist	AddToPlaylist	O O B-music_item O B-playlist I-playlist I-playlist O
2492	give one out of 6 stars to the shiva option	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name I-object_name
2493	can i get the movie schedule for 8 a m	SearchScreeningEvent	O O O O B-object_type I-object_type O B-timeRange I-timeRange I-timeRange
2494	find the video game the tomb	SearchCreativeWork	O O B-object_type I-object_type B-object_name I-object_name
2495	rate this book 0 points out of 6	RateBook	O B-object_select B-object_type B-rating_value B-rating_unit O O B-best_rating
2496	add that was only yesterday the last ep to my afternoon train ride playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O
2497	give 4 out of 6 stars to current chronicle	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_part_of_series_type
2498	find tv series titled sonata mix dwarf cosmos	SearchCreativeWork	O B-object_type I-object_type O B-object_name I-object_name I-object_name I-object_name
2499	play deezer top 20 by natasja	PlayMusic	O B-service B-sort I-sort O B-artist
2500	put this song on legendary guitar solos	AddToPlaylist	O O B-music_item O B-playlist I-playlist I-playlist
2501	rate this textbook 0 stars	RateBook	O B-object_select B-object_type B-rating_value B-rating_unit
2502	add defined by struggle to chillin on a dirt road to my playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist I-playlist O B-playlist_owner O
2503	rate tune to 90 s baby makers	AddToPlaylist	O B-music_item O B-playlist I-playlist I-playlist I-playlist
2504	what are the movie times for films playing in the area	SearchScreeningEvent	O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation
2505	what s the weather forecast for my current spot in eight hours	GetWeather	O O O O O O O B-current_location I-current_location B-timeRange I-timeRange I-timeRange
2506	where can i find the photograph of a christmas memory	SearchCreativeWork	O O O O O B-object_type O B-object_name I-object_name I-object_name
2507	show nightcall	SearchCreativeWork	O B-object_name
2508	what is the weather forecast in six weeks in la	GetWeather	O O O O O B-timeRange I-timeRange I-timeRange O B-state
2509	rate the always running series 0 points	RateBook	O O B-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit
2510	book a taverna for 10 for ny	BookRestaurant	O O B-restaurant_type O B-party_size_number O B-state
2511	wish to find the work the immortals that is a show	SearchCreativeWork	O O O O O B-object_name I-object_name O O O B-object_type
2512	add the artist ruby to my digging now list	AddToPlaylist	O O B-music_item B-artist O B-playlist_owner B-playlist I-playlist O
2513	play party through the decades on deezer	PlayMusic	O B-playlist I-playlist I-playlist I-playlist O B-service
2514	book a spot for 8 at a tavern on jun the 11th 2034	BookRestaurant	O O O O B-party_size_number O O B-restaurant_type O B-timeRange I-timeRange I-timeRange I-timeRange
2515	rate adventures in stationery saga 5 stars	RateBook	O B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit
2516	what s the weather going to be like in mi on august twenty-eighth 2033	GetWeather	O O O O O O O O O B-state O B-timeRange I-timeRange I-timeRange
2517	rate a pelican at blandings a 2	RateBook	O B-object_name I-object_name I-object_name I-object_name O B-rating_value
2518	what will the weather be in the current spot on 12/14/2023	GetWeather	O O O O O O O B-current_location I-current_location O B-timeRange
2519	is the ghost breakers playing at plitt theatres in two hours	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange
2520	i need a table at the middle east in mn for a party of 6	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state O O O O B-party_size_number
2521	this current album deserve 0 points and a best rating of 6	RateBook	O B-object_select B-object_type O B-rating_value B-rating_unit O O O O O B-best_rating
2522	me maggie and ellen want to eat at lentil as anything	BookRestaurant	B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O B-restaurant_name I-restaurant_name I-restaurant_name
2523	book san francisco brewing company for two located at al	BookRestaurant	O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-party_size_number O O B-state
2524	play me a top 20 chant by ruwanga samath on lastfm	PlayMusic	O O O B-sort I-sort B-music_item O B-artist I-artist O B-service
2525	find the tv show starship titanic	SearchCreativeWork	O O B-object_type I-object_type B-object_name I-object_name
2526	what s the weather forecast for walsenburg vermont for july 13th	GetWeather	O O O O O O B-city B-state O B-timeRange I-timeRange
2527	add a track from the edge to my funk soul disco playlist	AddToPlaylist	O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O
2528	play robin hood rescuing three squires by bhupinder singh	PlayMusic	O B-track I-track I-track I-track I-track O B-artist I-artist
2529	look for the american journal of sociology	SearchCreativeWork	O O O B-object_name I-object_name I-object_name I-object_name
2530	this winter meredith betty and erika want to food at a gastropub that is in the same area as fran s location	BookRestaurant	B-timeRange I-timeRange B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type O O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi I-poi
2531	movie schedule at cinemark theatres	SearchScreeningEvent	B-object_type I-object_type O B-location_name I-location_name
2532	looking for a black ribbon for deborah	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name I-object_name
2533	i need to book the fashion cafe for meal in lavina	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name O B-timeRange O B-city
2534	i want the song phrazes for the young	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name I-object_name
2535	can i hear the latest music from bahar kizil	PlayMusic	O O O O B-sort O O B-artist I-artist
2536	where can i watch the picture i’ll take care of you	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name
2537	find a game called the life and loves of tschaikovsky	SearchCreativeWork	O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
2538	will you play me the most popular sound track from 2006	PlayMusic	O O O O O B-sort I-sort B-music_item I-music_item O B-year
2539	locate a bakery in rockport federated states of micronesia that serves olives	BookRestaurant	O O B-restaurant_type O B-city B-state I-state I-state I-state O O B-served_dish
2540	i want global top 50 to have marit bergman added to it	AddToPlaylist	O O B-playlist I-playlist I-playlist O O B-artist I-artist O O O
2541	what is the weather in richardson tanzania	GetWeather	O O O O O B-city B-country
2542	what is the weather supposed to be like on sep 20 in maltby russia	GetWeather	O O O O O O O O O B-timeRange I-timeRange O B-city B-country
2543	can i put indocumentado onto my folk music at the gaslight café playlist	AddToPlaylist	O O O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O
2544	add grey cloudy lies to the hip hop playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O
2545	add coordinates of confusion to bass face playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist O
2546	make a reservation far away at the spotted pig in sd	BookRestaurant	O O O B-spatial_relation O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state
2547	rate this album a one	RateBook	O B-object_select B-object_type O B-rating_value
2548	add the current tune to my evening groove list	AddToPlaylist	O O O B-music_item O B-playlist_owner B-playlist I-playlist O
2549	weather in radnor township wv	GetWeather	O O B-city I-city B-state
2550	can you find a photograph of ace ventura: the cd-rom game	SearchCreativeWork	O O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name
2551	book the slippery noodle inn in gober	BookRestaurant	O O B-restaurant_name I-restaurant_name I-restaurant_name O B-city
2552	where is the nearest movie theatre showing movies	SearchScreeningEvent	O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type
2553	how is the weather going to be in pearblossom	GetWeather	O O O O O O O O B-city
2554	what is the weather forecast for latvia strasburg	GetWeather	O O O O O O B-country B-city
2555	find the book cold comfort	SearchCreativeWork	O O B-object_type B-object_name I-object_name
2556	play the track that would be something from eden ahbez	PlayMusic	O O B-music_item B-track I-track I-track I-track O B-artist I-artist
2557	i d like to find scriptures of the golden eternity tv series	SearchCreativeWork	O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_type I-object_type
2558	please reserve a table for five to get chicken fingers at a cafeteria in mexico	BookRestaurant	O O O O O B-party_size_number O O B-served_dish I-served_dish O O B-restaurant_type O B-country
2559	give 5 / 6 stars to expressive processing	RateBook	O B-rating_value O B-best_rating B-rating_unit O B-object_name I-object_name
2560	book a bistro for 4 at sunset	BookRestaurant	O O B-restaurant_type O B-party_size_number O B-timeRange
2561	where can i find the painting of without condition	SearchCreativeWork	O O O O O B-object_type O B-object_name I-object_name
2562	book a table in fort loudon at a restaurant for 5	BookRestaurant	O O O O B-city I-city O O B-restaurant_type O B-party_size_number
2563	use spotify to play me music	PlayMusic	O B-service O O O O
2564	give 3 out of 6 to current textbook	RateBook	O B-rating_value O O B-best_rating O B-object_select B-object_type
2565	add the name the song about the towel to playlist piano in the background	AddToPlaylist	O O O O B-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist I-playlist
2566	listen to pmd symphony	PlayMusic	O O B-artist B-music_item
2567	will the weather be the same here in one week in the same area	GetWeather	O O O O O B-spatial_relation B-current_location B-timeRange I-timeRange I-timeRange B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation
2568	i m looking for a game called gateway	SearchCreativeWork	O O O O O B-object_type O B-object_name
2569	play music in the genre soundtrack	PlayMusic	O O O O O B-genre
2570	please play some fourties music on spotify	PlayMusic	O O O B-year O O B-service
2571	add runaljod gap var ginnunga to ashlee s playlist titled forever country	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner I-playlist_owner O O B-playlist I-playlist
2572	give this book a rating of two out of 6	RateBook	O B-object_select B-object_type O O O B-rating_value O O B-best_rating
2573	what are the movie times for the caribbean cinemas	SearchScreeningEvent	O O O B-object_type I-object_type O O B-location_name I-location_name
2574	book a table for one in a bar serving saucisse for meal in calistoga co	BookRestaurant	O O O O B-party_size_number O O B-restaurant_type O B-served_dish O B-timeRange O B-city B-state
2575	play a concerto from sam sparro	PlayMusic	O O B-music_item O B-artist I-artist
2576	rate current textbook 0	RateBook	O B-object_select B-object_type B-rating_value
2577	lets take me cherry and tracie to a noyack bar	BookRestaurant	O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-city B-restaurant_type
2578	please help me find i want to take you higher the game	SearchCreativeWork	O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-object_type
2579	can you give me the weather for here	GetWeather	O O O O O O O B-current_location
2580	what s the nearest movie theatre playing testament of orpheus	SearchScreeningEvent	O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name
2581	give 1 out of 6 points to current textbook	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type
2582	give after worlds collide a 1	RateBook	O B-object_name I-object_name I-object_name O B-rating_value
2583	put the love hurts track onto carmen s playlist	AddToPlaylist	O O B-playlist I-playlist B-music_item O B-playlist_owner I-playlist_owner O
2584	find the painting retro active	SearchCreativeWork	O O B-object_type B-object_name I-object_name
2585	please play jag vill leva i europa by porta	PlayMusic	O O B-track I-track I-track I-track I-track O B-artist
2586	book a table for me and bettye at washington d c jewish community center in montana	BookRestaurant	O O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-state
2587	add tranquility to the latin pop rising playlist	AddToPlaylist	O B-entity_name O O B-playlist I-playlist I-playlist O
2588	what is the movie times at marcus corporation	SearchScreeningEvent	O O O B-object_type I-object_type O B-location_name I-location_name
2589	i d give the embers of war saga a rating of 2 points	RateBook	O O O O B-object_name I-object_name I-object_name B-object_part_of_series_type O O O B-rating_value B-rating_unit
2590	play a top fifty ballad by linda strawberry on google music	PlayMusic	O O B-sort I-sort B-music_item O B-artist I-artist O B-service I-service
2591	play deezer tunes are & be	PlayMusic	O B-service O B-playlist I-playlist I-playlist
2592	find a saga with 0 rating called poems for midnight	RateBook	O O B-object_part_of_series_type O B-rating_value O O B-object_name I-object_name I-object_name
2593	add twin peaks fire walk with me to the night out playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O
2594	play the theme tune that christian fennesz wrote	PlayMusic	O O B-music_item I-music_item O B-artist I-artist O
2595	book a table for 9 people at a delicatessen for april the twenty-eighth 2018	BookRestaurant	O O O O B-party_size_number O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange I-timeRange
2596	i need to know the weather seven weeks from now in morgan–monroe state forest	GetWeather	O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi
2597	i d like to watch the wedding ring at the movie theatre	SearchScreeningEvent	O O O O O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type
2598	can you please put this track onto my todo novedades playlist	AddToPlaylist	O O O O O B-music_item O B-playlist_owner B-playlist I-playlist O
2599	what is the movie schedule for general cinema corporation	SearchScreeningEvent	O O O B-object_type I-object_type O B-location_name I-location_name I-location_name
2600	add curious corn to wild & free workout	AddToPlaylist	O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist
2601	give zero out of 6 points to mr american	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name
2602	play thirties symphony music from nigga on iheart	PlayMusic	O B-year B-music_item O O B-artist O B-service
2603	i d like to eat at a top-rated place on nov the twenty-sixth in the food court i need reservations for 7 in the city of kane or somewhere near there	BookRestaurant	O O O O O O O B-sort O O B-timeRange I-timeRange I-timeRange O O B-restaurant_type I-restaurant_type O O O O B-party_size_number O O O O B-city O O B-spatial_relation O
2604	what s the weather going to be in jun in burkina	GetWeather	O O O O O O O O B-timeRange O B-country
2605	add the tune to my jazz vibes playlist	AddToPlaylist	O O B-music_item O B-playlist_owner B-playlist I-playlist O
2606	give three stars / 6 to my sister my love	RateBook	O B-rating_value B-rating_unit O B-best_rating O B-object_name I-object_name I-object_name I-object_name
2607	i want to book a popular tyrolean steakhouse in madison park wa in 1 hour nine minutes and one second	BookRestaurant	O O O O O B-sort B-cuisine B-restaurant_type O B-city I-city B-state B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange
2608	play the trailer for a lineage of grace	SearchCreativeWork	O O B-object_type O B-object_name I-object_name I-object_name I-object_name
2609	add third stone from the sun to the concentración playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist O
2610	find a table at a bar for milagros and i in mount pocono	BookRestaurant	O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-city I-city
2611	book a spot at a restaurant with wifi that is neighboring suriname	BookRestaurant	O O O O O B-restaurant_type O B-facility O O B-spatial_relation B-country
2612	add the beatles tune yesterday to my playlist the southern highway chronicles	AddToPlaylist	O O O B-music_item O O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist
2613	i want to book a cafeteria for 4 that has meze	BookRestaurant	O O O O O B-restaurant_type O B-party_size_number O O B-served_dish
2614	add scott putesky to concentración indie rock playlist	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist I-playlist O
2615	4 stars out of 6 is the rating for fires of azeroth	RateBook	B-rating_value B-rating_unit O O B-best_rating O O O O B-object_name I-object_name I-object_name
2616	what time is the graduates of malibu high playing at cobb theatres	SearchScreeningEvent	O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name
2617	what s the nearest movie house showing their last love affair	SearchScreeningEvent	O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name
2618	what is the weather forecast for tennessee for warm temps	GetWeather	O O O O O O B-state O B-condition_temperature O
2619	put any andrew hurley album onto timeless love songs	AddToPlaylist	O O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist
2620	what movie schedules are animated movies close by	SearchScreeningEvent	O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation
2621	this tune should go on my coffee table jazz playlist	AddToPlaylist	O B-music_item O O O B-playlist_owner B-playlist I-playlist I-playlist O
2622	rate this essay four out of 6	RateBook	O B-object_select B-object_type B-rating_value O O B-best_rating
2623	i give this book a 5	RateBook	O O B-object_select B-object_type O B-rating_value
2624	what are the movie times for consolidated theatres	SearchScreeningEvent	O O O B-object_type I-object_type O B-location_name I-location_name
2625	give a 4 rating for curtains for three	RateBook	O O B-rating_value O O B-object_name I-object_name I-object_name
2626	book a restaurant for four in trinidad and tobago	BookRestaurant	O O B-restaurant_type O B-party_size_number O B-country I-country I-country
2627	add caleigh peters to my women of country list	AddToPlaylist	O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O
2628	play pease porridge hot by johnny vicious on zvooq	PlayMusic	O B-track I-track I-track O B-artist I-artist O B-service
2629	book me a diner close-by benin that serves strolghino for eight people	BookRestaurant	O O O B-restaurant_type B-spatial_relation B-country O O B-served_dish O B-party_size_number O
2630	will the sun come out today in houston	GetWeather	O O B-condition_description O O B-timeRange O B-city
2631	show creativity of the picture the little death	SearchCreativeWork	O O O O B-object_type B-object_name I-object_name I-object_name
2632	add current track to hillary clinton s women s history month playlist	AddToPlaylist	O O B-music_item O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist
2633	add what if punk never happened to autumn	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist
2634	i m looking for river disturbance	SearchCreativeWork	O O O O B-object_name I-object_name
2635	book a restaurant near the city of wakefield for 5 people	BookRestaurant	O O B-restaurant_type B-spatial_relation O B-poi I-poi I-poi O B-party_size_number O
2636	what time will where the breakers roar be playing	SearchScreeningEvent	O O O B-movie_name I-movie_name I-movie_name I-movie_name O O
2637	play lastfm tunes from 1997	PlayMusic	O B-service O O B-year
2638	in the neighbourhood find movies with movie times	SearchScreeningEvent	B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type O B-object_type I-object_type
2639	what are the timings for starship troopers 2	SearchScreeningEvent	O O O O O B-movie_name I-movie_name I-movie_name
2640	i want to go to the popular pub at ten pm	BookRestaurant	O O O O O O B-sort B-restaurant_type O B-timeRange I-timeRange
2641	look up the game called the long morrow	SearchCreativeWork	O O O B-object_type O B-object_name I-object_name I-object_name
2642	i want to hear something from the top-fifty by jose pasillas	PlayMusic	O O O O O O O B-sort O B-artist I-artist
2643	play symphony music from 1991 by irvin mayfield	PlayMusic	O B-music_item O O B-year O B-artist I-artist
2644	play music by sha money xl sort by good	PlayMusic	O O O B-artist I-artist I-artist O O B-sort
2645	add hotter than hell to my fiesta playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O
2646	add exit to i love my 80 s rollerdisco list	AddToPlaylist	O B-entity_name O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O
2647	what is the weather forecast for israel	GetWeather	O O O O O O B-country
2648	search for space on my hands	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name
2649	play 1960 chant music by hermann baumann	PlayMusic	O B-year B-music_item O O B-artist I-artist
2650	can this song get added to lunchtime	AddToPlaylist	O O B-music_item O O O B-playlist
2651	play the top five songs from robert lockwood junior	PlayMusic	O O B-sort I-sort O O B-artist I-artist I-artist
2652	the current textbook gets 3 stars	RateBook	O B-object_select B-object_type O B-rating_value B-rating_unit
2653	is it freezing in kelso	GetWeather	O O B-condition_temperature O B-city
2654	rate the ape-man within 4	RateBook	O B-object_name I-object_name I-object_name B-rating_value
2655	is the tender years at the nearest movie theatre	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type
2656	i d like to eat in 1 minute at a neighboring neighborhood restaurant	BookRestaurant	O O O O O B-timeRange I-timeRange I-timeRange O O B-spatial_relation B-poi B-restaurant_type
2657	give me the spirit the earth aflame tv show	SearchCreativeWork	O O O B-object_name I-object_name I-object_name I-object_name B-object_type I-object_type
2658	give the last child 4 of 6	RateBook	O B-object_name I-object_name I-object_name B-rating_value O B-best_rating
2659	play fourties tunes by bryan webb on groove shark	PlayMusic	O B-year O O B-artist I-artist O B-service I-service
2660	where can i view the trailer jeeves and wooster in perfect nonsense	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
2661	i want to give this album 4 stars	RateBook	O O O O B-object_select B-object_type B-rating_value B-rating_unit
2662	move josiah leming to te quiero list	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist O
2663	what s today s movie schedule	SearchScreeningEvent	O O O O B-object_type I-object_type
2664	add tune to my para comer	AddToPlaylist	O B-music_item O B-playlist_owner B-playlist I-playlist
2665	add ali lohan songs in club hits	AddToPlaylist	O B-artist I-artist O O B-playlist I-playlist
2666	is dishyum at the cinema	SearchScreeningEvent	O B-movie_name O O B-object_location_type
2667	play a sound track by pee wee russell on zvooq	PlayMusic	O O B-music_item I-music_item O B-artist I-artist I-artist O B-service
2668	book a table at atlantic grill in lofgreen	BookRestaurant	O O O O B-restaurant_name I-restaurant_name O B-city
2669	anything close to smith-9th st that can seat two people about one minute from now	BookRestaurant	B-restaurant_name B-spatial_relation O B-poi I-poi O O O B-party_size_number O O B-timeRange I-timeRange I-timeRange I-timeRange
2670	add nico to my rock to work	AddToPlaylist	O B-artist O B-playlist_owner B-playlist I-playlist I-playlist
2671	what movie times at megaplex theatres	SearchScreeningEvent	O B-object_type I-object_type O B-location_name I-location_name
2672	i want to hear opera on netflix	PlayMusic	O O O O B-genre O B-service
2673	book for six for 1 hour and 1 minute from now	BookRestaurant	O O B-party_size_number O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange
2674	i d like to book at a place in ar looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance	BookRestaurant	O O O O O O O O O B-state O O O B-restaurant_type I-restaurant_type O O B-facility O O O O O O B-party_size_number O O O B-spatial_relation I-spatial_relation I-spatial_relation
2675	what s the weather like nearby in rhode island	GetWeather	O O O O O B-spatial_relation O B-state I-state
2676	rate this album zero of 6 points	RateBook	O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit
2677	please tell me what the movie schedule looks like for the amc theatres in twenty one hours	SearchScreeningEvent	O O O O O B-object_type I-object_type O O O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange I-timeRange
2678	book a table for 6 in new hampshire for next week	BookRestaurant	O O O O B-party_size_number O B-state I-state O B-timeRange I-timeRange
2679	add the artist to my metal playlist	AddToPlaylist	O O B-music_item O B-playlist_owner B-playlist O
2680	use deezer service to play opera	PlayMusic	O B-service O O O B-genre
2681	can you play me some pop-folk music	PlayMusic	O O O O O B-genre O
2682	play lil hardin armstrong from itunes	PlayMusic	O B-artist I-artist I-artist O B-service
2683	i need movie times in the area for any type of movies	SearchScreeningEvent	O O B-object_type I-object_type B-spatial_relation I-spatial_relation I-spatial_relation O O O O B-movie_type
2684	i want reservations at a restaurant in robert lee for 21:05:17	BookRestaurant	O O O O O B-restaurant_type O B-city I-city O B-timeRange
2685	add this album to sheri s playlist journey	AddToPlaylist	O O B-music_item O B-playlist_owner I-playlist_owner O B-playlist
2686	whats the forecast for january 21 2035 in dubach	GetWeather	O O O O B-timeRange I-timeRange I-timeRange O B-city
2687	add als het om de liefde gaat to my this is handel playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O
2688	where and when is polish economy playing	SearchScreeningEvent	O O O O B-movie_name I-movie_name O
2689	add this tune to my post metal playlist	AddToPlaylist	O O B-music_item O B-playlist_owner B-playlist I-playlist O
2690	rate quantum theology one out of 6	RateBook	O B-object_name I-object_name B-rating_value O O B-best_rating
2691	give three out of 6 points to blackbox	RateBook	O B-rating_value O O B-best_rating B-rating_unit O B-object_name
2692	find a game called albino blacksheep	SearchCreativeWork	O O B-object_type O B-object_name I-object_name
2693	where can i find the novel a woman in the web	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name
2694	rate this textbook only three points	RateBook	O B-object_select B-object_type O B-rating_value B-rating_unit
2695	susanne and carey phillips want to go to a brasserie not far from pricedale that serves southern brazilian	BookRestaurant	B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type B-spatial_relation I-spatial_relation O B-city O O B-cuisine I-cuisine
2696	look up the act of valor tv show	SearchCreativeWork	O O O B-object_name I-object_name I-object_name B-object_type I-object_type
2697	play rock this playlist with badonviller marsch	AddToPlaylist	O B-playlist I-playlist O O B-entity_name I-entity_name
2698	this textbook rates a 4 of 6	RateBook	B-object_select B-object_type O O B-rating_value O B-best_rating
2699	give me pacific theatres movie schedules	SearchScreeningEvent	O O B-location_name I-location_name B-object_type I-object_type
2700	what time is mon amour: shesher kobita revisited playing	SearchScreeningEvent	O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O
2701	what are the movie times for the marcus corporation	SearchScreeningEvent	O O O B-object_type I-object_type O O B-location_name I-location_name
2702	i want to see plague soundscapes	SearchCreativeWork	O O O O B-object_name I-object_name
2703	give this album 0 stars	RateBook	O B-object_select B-object_type B-rating_value B-rating_unit
2704	find a soundtrack for dante’s peak	SearchCreativeWork	O O B-object_type O B-object_name I-object_name
2705	add judge jules to instrumental study	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist
2706	can i get the showtimes for fit for a king	SearchScreeningEvent	O O O O O O B-movie_name I-movie_name I-movie_name I-movie_name
2707	can i have the local movie times	SearchScreeningEvent	O O O O O B-object_type I-object_type
2708	is it foggy in phinizy swamp nature park	GetWeather	O O B-condition_description O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi
2709	what is the forecast for warm weather in carl	GetWeather	O O O O O B-condition_temperature O O B-city
2710	search for the painting the elder scrolls i: arena	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name
2711	weather for douthat state park on mar 10	GetWeather	O O B-geographic_poi I-geographic_poi I-geographic_poi O B-timeRange I-timeRange
2712	play the top-twenty from alexander braginsky	PlayMusic	O O B-sort O B-artist I-artist
2713	rate the hindus: an alternative history 3 of 6 stars	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit
2714	where is the nearest movie theatre playing the sword of many lovers	SearchScreeningEvent	O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name
