ID	TEXT	INTENT	SLOTS
346	flight from philadelphia to dallas arriving before 4 pm on saturday	atis_flight	O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name
347	what is fare code f	atis_abbreviation	O O O O B-fare_basis_code
348	how many fare codes belong to economy class	atis_quantity	O O O O O O B-economy I-economy
349	show me the cheapest round trip fare from baltimore to dallas	atis_airfare	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
350	which northwest flights stop in denver before noon	atis_flight	O B-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time
351	what are the most expensive first class tickets between atlanta and dallas	atis_airfare	O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name
352	fly from denver to philadelphia on continental	atis_flight	O O B-fromloc.city_name O B-toloc.city_name O B-airline_name
353	give me nonstop flights from new york city to las vegas	atis_flight	O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
354	what is the cheapest fare one way between pittsburgh and denver	atis_airfare	O O O B-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name
355	list daily flights from oakland to boston using continental airlines	atis_flight	O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
356	what is the earliest flight that i can get from bwi to boston logan	atis_flight	O O O B-flight_mod O O O O O O B-fromloc.airport_code O B-toloc.city_name B-toloc.airport_name
357	what northwest airline flights leave denver before noon	atis_flight	O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time
358	list the nonstop flights from denver to washington dc	atis_flight	O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
359	i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm	atis_flight	O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day O O O O B-arrive_time.time_relative O B-arrive_time.time I-arrive_time.time
360	show me the flights from pittsburgh to baltimore	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
361	do i get a meal on the atlanta to bwi flight eastern 210	atis_meal	O O O O B-meal O O B-fromloc.city_name O B-toloc.airport_code O B-airline_name B-flight_number
362	is there an atlanta flight to denver connecting	atis_flight	O O O B-fromloc.city_name O O B-toloc.city_name B-connect
363	what is the cheapest one way ticket from denver to pittsburgh	atis_airfare	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
364	i want to go between boston and washington early in the morning	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O O B-depart_time.period_of_day
365	what are the flights from boston to san francisco	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
366	what's the last flight leaving from pittsburgh to oakland	atis_flight	O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name
367	all round trip flights between new york and miami that are first class	atis_flight	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-class_type I-class_type
368	show me the flights from boston to pittsburgh on wednesdays and thursdays	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
369	what are the flights on january first 1992 from boston to san francisco	atis_flight	O O O O O B-depart_date.month_name B-depart_date.day_number B-depart_date.year O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
370	i'd like to have flight from denver to pittsburgh	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name
371	show me all flights arriving to denver from oakland	atis_flight	O O O O O O B-toloc.city_name O B-fromloc.city_name
372	give me the flights from milwaukee to st. louis leaving sunday morning	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
373	yes what flights will be used on july seventh in the morning from atlanta to boston	atis_flight	O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
374	show me the flights from new york to los angeles with stop in milwaukee	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name
375	show me flights from pittsburgh to san francisco	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
376	round trip houston to las vegas nonstop	atis_flight	B-round_trip I-round_trip B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop
377	what is the earliest flight from ontario to memphis	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
378	what's the lowest round trip fare from dallas to atlanta	atis_airfare	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
379	what flights are available from denver to philadelphia on wednesday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
380	show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday	atis_airline	O O O O O B-fromloc.city_name O O B-toloc.city_name O O O O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
381	please show me all the flights from indianapolis to san diego tomorrow	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative
382	all flights and fares from denver to pittsburgh on us air number 1039 on a thursday	atis_flight#atis_airfare	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-flight_number O O B-depart_date.day_name
383	list least expensive flight from dallas to baltimore	atis_flight	O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name
384	give me the flights from pittsburgh to los angeles thursday evening	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day
385	how much is a first class ticket from washington to san francisco leaving on friday	atis_airfare	O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name
386	give me the least expensive first class round trip ticket on us air from cleveland to miami	atis_airfare	O O O B-cost_relative I-cost_relative B-class_type I-class_type B-round_trip I-round_trip O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
387	okay i need to get a flight from houston to seattle	atis_flight	O O O O O O O O B-fromloc.city_name O B-toloc.city_name
388	what are the flights from kansas city to burbank on saturday may twenty two on southwest	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name
389	please list the flight times from newark to boston	atis_flight_time	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
390	all flights from boston to washington	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name
391	show me fares less than 400 dollars for flights from dallas to baltimore	atis_airfare	O O O B-cost_relative O B-fare_amount I-fare_amount O O O B-fromloc.city_name O B-toloc.city_name
392	a first class flight to san francisco on american airlines tuesday next week	atis_flight	O B-class_type I-class_type O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name B-depart_date.day_name B-depart_date.date_relative O
393	show all flights between san francisco and philadelphia for september fifteenth	atis_flight	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
394	what is the earliest american airlines flight leaving philadelphia for dallas	atis_flight	O O O B-flight_mod B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
395	i want all flights from atlanta to washington dc on thursday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name
396	what is the earliest flight from boston to philadelphia	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
397	show me the flights from baltimore to atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
398	i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O B-stoploc.city_name O O O O O B-flight_time O O O O O O
399	i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city	atis_flight	O O O O O O O O O B-airline_name O B-flight_number O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O
400	is there an airport limousine at the atlanta airport	atis_ground_service	O O O B-transport_type I-transport_type O O B-airport_name I-airport_name
401	please list the morning flights from kansas city to atlanta	atis_flight	O O O B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
402	from denver to baltimore	atis_flight	O B-fromloc.city_name O B-toloc.city_name
403	what's the cheapest one way flight from denver to pittsburgh	atis_flight	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
404	show me one way flights from milwaukee to orlando leaving on wednesday morning	atis_flight	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day
405	what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-airline_code B-airline_name B-or B-airline_name
406	how many cities are served by continental with first class flights	atis_quantity	O O O O O O B-airline_name O B-class_type I-class_type O
407	eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight	atis_flight	B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O O O O O O O O O
408	show me the flights leaving from love field	atis_flight	O O O O O O B-fromloc.airport_name I-fromloc.airport_name
409	what's the next smallest plane after a turboprop	atis_aircraft	O O O B-mod O O O O
410	give me the flights from baltimore to pittsburgh	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
411	information on american airline flights from washington to philadelphia early morning times of flight	atis_flight	O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_of_day B-depart_time.period_of_day B-flight_time I-flight_time I-flight_time
412	show me flights from baltimore to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
413	on the flight from baltimore to san francisco on us air leaving at 420 what type of aircraft is used	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time O O O O O O
414	i'd like the earliest flight information from boston to san francisco with a meal	atis_flight	O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-meal
415	which airlines have first class flights today	atis_airline	O O O B-class_type I-class_type O B-depart_date.today_relative
416	show me ground transportation information for pittsburgh	atis_ground_service	O O O O O O B-city_name
417	i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number	atis_aircraft#atis_flight#atis_flight_no	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O O O O
418	show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday	atis_flight	O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
419	information on flights from pittsburgh to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
420	show me all flights from philadelphia to san francisco with one stop in dallas	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
421	show me flights from denver to dc on wednesday	atis_flight	O O O O B-fromloc.city_name O B-toloc.state_code O B-depart_date.day_name
422	can you list all round trip flights from orlando to kansas city and then to minneapolis	atis_flight	O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-toloc.city_name
423	show me the flights from love field	atis_flight	O O O O O B-fromloc.airport_name I-fromloc.airport_name
424	i want a nonstop flight from indianapolis to toronto that leaves thursday morning	atis_flight	O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name B-arrive_time.period_of_day
425	show flights from denver to oakland arriving between 12 and 1 o'clock	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time
426	what are the nonstop flights from kansas city to burbank arriving on saturday may twenty two	atis_flight	O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number
427	show me the cheapest round trip fares from san francisco to salt lake city	atis_airfare	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
428	also show me flights from san francisco to pittsburgh on tuesday	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
429	what is the cheapest one way fare from san francisco to boston on wednesday august twenty first	atis_airfare	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
430	show me all flights from san francisco to new york nonstop	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop
431	we're going from denver to san francisco	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
432	show me the flights from miami to san diego with one stop in denver	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
433	nonstop or connecting flights from seattle to boston	atis_flight	B-flight_stop B-or B-connect O O B-fromloc.city_name O B-toloc.city_name
434	show me flights from denver to boston on tuesday	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
435	what is the smallest aircraft available to fly on from pittsburgh to baltimore	atis_aircraft	O O O B-mod O O O O O O B-fromloc.city_name O B-toloc.city_name
436	show me flights from pittsburgh to dc	atis_flight	O O O O B-fromloc.city_name O B-toloc.state_code
437	show me all flights from phoenix to milwaukee on wednesday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
438	what are the flights from las vegas to burbank on saturday may twenty two	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
439	what's the first flight from boston to san francisco	atis_flight	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
440	show me all flights from new york to miami leaving on a tuesday and returning on sunday	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name O O O B-return_date.day_name
441	please list all flights between boston and san francisco nonstop	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop
442	show me the flights from denver to westchester county	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
443	what is the seating capacity of the various airplanes that united airlines uses	atis_capacity	O O O O O O O O O O B-airline_name I-airline_name O
444	show me the flights from westchester county to cincinnati	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
445	what is the least expensive one way fare from boston to pittsburgh	atis_airfare	O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
446	what airlines fly from boston to san francisco	atis_airline	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
447	what does code yn mean	atis_abbreviation	O O O B-fare_basis_code O
448	what flights do you have from baltimore to san francisco	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
449	is there transportation from the atlanta airport to downtown atlanta	atis_ground_service	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
450	is there a meal on delta flight 852 from san francisco to dallas fort worth	atis_meal	O O O B-meal O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
451	show me the airfare from pittsburgh to san francisco	atis_airfare	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
452	give me flights from pittsburgh to baltimore	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
453	what is the last flight from dallas to boston	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
454	what flights go from philadelphia to san francisco with a stopover in dallas	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name
455	please give me ground transportation information for denver	atis_ground_service	O O O O O O O B-city_name
456	what ground transport is available in charlotte	atis_ground_service	O O O O O O B-city_name
457	what are the flights available between 10 am and 3 pm between pittsburgh and fort worth	atis_flight	O O O O O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
458	please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon	atis_aircraft	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
459	american flights from san francisco please	atis_flight	B-airline_name O O B-fromloc.city_name I-fromloc.city_name O
460	show me the flights from philadelphia to atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
461	display all fare codes	atis_airfare	O O O O
462	round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars	atis_airfare	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount
463	show me the flights next tuesday between philadelphia and san francisco	atis_flight	O O O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
464	i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver	atis_flight	O O O O O O B-toloc.city_name O B-cost_relative B-fare_amount I-fare_amount O O O O O O B-fromloc.city_name O B-toloc.city_name
465	what is as	atis_abbreviation	O O B-airline_code
466	can you list all the airlines that have flights from boston to san francisco	atis_airline	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
467	how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-return_date.date_relative O O O O O O O O O B-toloc.city_name
468	show me the flights leaving charlotte to atlanta around 7 pm next tuesday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.date_relative B-depart_date.day_name
469	i now need a flight from san jose to houston leaving on sunday the fourth	atis_flight	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number
470	i'd like information on boston to washington	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
471	what ground transportation is available in pittsburgh	atis_ground_service	O O O O O O B-city_name
472	which airlines fly from boston to washington dc	atis_airline	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
473	show me the flights from baltimore to boston	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
474	what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O B-depart_time.time_relative B-depart_time.time I-depart_time.time
475	show me the flights out of love field	atis_flight	O O O O O O B-fromloc.airport_name I-fromloc.airport_name
476	i need a flight from newark to los angeles leaving tomorrow evening	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day
477	flights from montreal	atis_flight	O O B-fromloc.city_name
478	what pm flights are available from philadelphia to pittsburgh	atis_flight	O B-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name
479	show me flights from denver to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
480	i'd like flight information between boston and washington september third	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number
481	i'd like to fly from minneapolis to long beach two days from today in the early morning	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.date_relative O O B-depart_date.today_relative O O B-depart_time.period_of_day B-depart_time.period_of_day
482	how many fares are there one way from tacoma to montreal	atis_quantity	O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name
483	show me the flights from atlanta to boston	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
484	list all the landings at general mitchell international	atis_flight	O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
485	which northwest and united flights go through denver before noon	atis_flight	O B-airline_name O B-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time
486	round trip fares from baltimore to philadelphia under 1000 dollars	atis_airfare	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount
487	morning flight from dallas to atlanta	atis_flight	B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
488	what is fare code fn	atis_abbreviation	O O O O B-fare_basis_code
489	i would like a flight from pittsburgh to san francisco on august twentieth	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
490	what are my meal options from boston to denver	atis_meal	O O O B-meal O O B-fromloc.city_name O B-toloc.city_name
491	i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O O O O
492	show me all flights from pittsburgh which leave tomorrow and arrive in boston	atis_flight	O O O O O B-fromloc.city_name O O B-depart_date.today_relative O O O B-toloc.city_name
493	flights from indianapolis to seattle	atis_flight	O O B-fromloc.city_name O B-toloc.city_name
494	newark to cleveland	atis_flight	B-fromloc.city_name O B-toloc.city_name
495	list flights from boston to san francisco that serve only breakfast	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal_description
496	show me flights from los angeles to pittsburgh for tuesday	atis_flight	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
497	are there any flights from chicago to minneapolis on saturday on continental	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name
498	all flights from boston to washington dc after 5 pm on november eleventh economy class	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number B-economy I-economy
499	list all day time flights from pittsburgh to boston	atis_flight	O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name
500	when are the american flights from phoenix to milwaukee	atis_flight	O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name
501	give me the flights from washington dc to philadelphia for december second	atis_flight	O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
502	boston to denver monday	atis_flight	B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
503	show me the flights on delta or twa which go through atlanta	atis_flight	O O O O O B-airline_name B-or B-airline_code O O O B-stoploc.city_name
504	is there a plane from boston to washington	atis_aircraft	O O O O O B-fromloc.city_name O B-toloc.city_name
505	what ground transportation is available in san francisco	atis_ground_service	O O O O O O B-city_name I-city_name
506	show afternoon flights from dallas to san francisco	atis_flight	O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
507	shortest evening flight from tampa to cincinnati	atis_flight	B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
508	i want to leave chicago next tuesday and arrive in detroit around 6 pm	atis_flight	O O O O B-fromloc.city_name B-depart_date.date_relative B-depart_date.day_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
509	all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name
510	find the latest flight from san francisco to atlanta that serves a meal	atis_flight	O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-meal
511	i would like to book a flight from baltimore to newark early in the morning on april ninth	atis_flight	O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number
512	flights from newark new jersey to cleveland ohio	atis_flight	O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name
513	show me the flights from boston to oakland	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
514	how much is the cheapest flight from denver to pittsburgh with a stop in atlanta	atis_airfare	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
515	please list the flight times from pittsburgh to newark	atis_flight_time	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
516	show me the cheapest one way flights from dallas to san francisco leaving dallas after 4 pm	atis_flight	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
517	give me a flight from tampa to charlotte on sunday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
518	i want a flight from los angeles to charlotte that leaves on a weekday morning	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name B-depart_time.period_of_day
519	show me all direct flights from dallas fort worth to either san francisco or oakland	atis_flight	O O O B-connect O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name
520	list types of planes that fly between pittsburgh and baltimore	atis_aircraft	O O O O O O O B-fromloc.city_name O B-toloc.city_name
521	please give me flights available from denver to philadelphia	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name
522	show me flights leaving from dallas to baltimore	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name
523	price of flight from cleveland to nashville	atis_airfare	O O O O B-fromloc.city_name O B-toloc.city_name
524	can you show me flights that are economy class from baltimore to dallas	atis_flight	O O O O O O O B-economy I-economy O B-fromloc.city_name O B-toloc.city_name
525	what flights from st. paul to kansas city on friday with a meal	atis_flight	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal
526	flights from montreal and phoenix to las vegas	atis_flight	O O B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
527	show me the southwest airlines flights from san diego to san francisco	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
528	what are the prices of these flights	atis_airfare	O O O O O O O
529	i would like to fly from boston to baltimore please tell me what are the times of the flights	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-flight_time O O O
530	can i see ground transportation from long beach airport to downtown	atis_ground_service	O O O O O O B-fromloc.city_name I-fromloc.city_name O O O
531	show me flights from atlanta to baltimore	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name
